,fossil_fuel_consumption,co2
1423,,3.059
1424,,3.089
1425,,3.294
1426,,3.627
1427,,3.686
1428,,3.767
1429,,3.708
1430,,3.913
1431,,3.917
1432,,3.964
1433,,4.067
1434,,4.206
1435,,4.21
1436,,4.346
1437,,4.5360000000000005
1438,,4.513999999999999
1439,,4.378
1440,1495.734,396.066
1441,1488.39,410.698
1442,1548.021,411.968
1443,1571.816,437.758
1444,1650.929,438.857
1445,1751.339,463.99300000000005
1446,1805.725,476.565
1447,1823.536,479.787
1448,1836.306,492.98
1449,1852.331,475.903
1450,1894.152,463.783
1451,1983.096,484.165
1452,2007.305,496.3
1453,2016.594,490.13
1454,1977.481,481.129
1455,1984.575,481.975
1456,2011.499,482.798
1457,2035.174,459.849
1458,2001.132,455.3080000000001
1459,1961.967,435.512
1460,,7.487
1461,,7.87
1462,,8.262
1463,,8.008
1464,,8.571
1465,,8.574
1466,,9.406
1467,,12.079
1468,,12.017
1469,,13.074000000000002
1470,,13.82
1471,,21.426
1472,,35.031
1473,,43.559
1474,,29.586
1475,,23.243
1476,,25.327
1477,,34.265
1478,,47.537
1479,,88.691
1480,,1.521
1481,,1.6669999999999998
1482,,1.766
1483,,1.889
1484,,2.041
1485,,1.751
1486,,2.063
1487,,2.056
1488,,2.605
1489,,1.682
1490,,2.422
1491,,2.407
1492,,2.213
1493,,2.151
1494,,2.107
1495,,2.239
1496,,2.015
1497,,2.103
1498,,2.4
1499,,2.645
1500,115.151,33.199
1501,123.768,36.806
1502,127.038,37.306
1503,125.651,36.57
1504,143.366,42.226000000000006
1505,157.734,44.661
1506,161.042,46.249
1507,159.466,48.913
1508,176.278,51.369
1509,167.05,50.86
1510,183.009,54.365
1511,196.694,54.868
1512,201.169,56.95399999999999
1513,202.314,56.606
1514,206.634,57.175
1515,208.22,58.547
1516,210.017,58.457
1517,220.636,61.629
1518,223.883,62.295
1519,244.938,68.217
1520,,1.3219999999999998
1521,,1.554
1522,,1.537
1523,,1.856
1524,,1.864
1525,,1.77
1526,,1.916
1527,,2.189
1528,,2.18
1529,,2.439
1530,,2.635
1531,,3.107
1532,,2.9810000000000003
1533,,3.576
1534,,7.899
1535,,6.303999999999999
1536,,8.155
1537,,8.323
1538,,6.891
1539,,7.287999999999999
1540,,10.044
1541,,8.681000000000001
1542,,9.154
1543,,9.779
1544,,12.37
1545,,11.529000000000002
1546,,12.779000000000002
1547,,12.794
1548,,9.722
1549,,10.156
1550,,13.083
1551,,15.068
1552,,11.893
1553,,12.938
1554,,16.17
1555,,22.109
1556,,25.437
1557,,24.768
1558,,32.68
1559,,36.047
1560,,1.605
1561,,2.012
1562,,1.788
1563,,1.883
1564,,1.971
1565,,2.312
1566,,2.338
1567,,2.36
1568,,3.334
1569,,3.056
1570,,3.085
1571,,2.782
1572,,3.355
1573,,2.568
1574,,3.678
1575,,3.851
1576,,4.051
1577,,4.216
1578,,4.077
1579,,4.082
1580,,3.037
1581,,3.236
1582,,2.596
1583,,2.81
1584,,2.582
1585,,2.987
1586,,2.456
1587,,2.57
1588,,3.352
1589,,4.129
1590,,4.824
1591,,5.22
1592,,5.47
1593,,6.218
1594,,7.591
1595,,6.817
1596,,9.76
1597,,11.648
1598,,13.69
1599,,16.967
1600,986.378,171.085
1601,1024.025,176.21099999999998
1602,1022.691,175.571
1603,1029.643,179.009
1604,1061.811,180.896
1605,1078.146,176.922
1606,1054.879,172.09799999999998
1607,1069.354,171.88099999999997
1608,1051.266,174.862
1609,1030.884,169.53900000000002
1610,1095.2910000000004,181.538
1611,1042.319,168.271
1612,1006.845,164.7
1613,979.321,164.685
1614,920.421,157.66299999999998
1615,928.086,164.2
1616,944.085,164.925
1617,923.95,162.61
1618,916.524,159.02
1619,901.859,153.6
1620,147.255,32.339
1621,154.113,34.49
1622,153.80100000000004,34.66
1623,151.137,36.301
1624,148.118,35.953
1625,149.945,37.553
1626,150.967,37.543
1627,149.49200000000005,36.657
1628,151.921,37.713
1629,143.95,34.882
1630,145.097,35.031
1631,143.934,34.497
1632,150.971,36.138000000000005
1633,151.438,35.305
1634,157.08100000000005,35.531
1635,157.54,36.071
1636,156.047,34.305
1637,162.222,35.855
1638,157.955,35.789
1639,164.422,37.495
1640,,3.721
1641,,3.922
1642,,3.99
1643,,4.335
1644,,4.378
1645,,4.27
1646,,4.418
1647,,4.551
1648,,4.3660000000000005
1649,,4.445
1650,,4.468
1651,,4.806
1652,,4.546
1653,,4.6160000000000005
1654,,4.756
1655,,5.43
1656,,5.382999999999999
1657,,5.504
1658,,5.281000000000001
1659,,5.672999999999999
1660,,0.6940000000000001
1661,,0.653
1662,,0.696
1663,,0.754
1664,,0.809
1665,,0.7090000000000001
1666,,0.688
1667,,0.716
1668,,0.802
1669,,0.961
1670,,1.17
1671,,1.3219999999999998
1672,,1.754
1673,,1.891
1674,,2.075
1675,,2.035
1676,,2.064
1677,,2.006
1678,,1.863
1679,,1.853
1680,,78.82300000000001
1681,,86.719
1682,,94.304
1683,,100.008
1684,,98.685
1685,,105.758
1686,,97.809
1687,,94.27
1688,,94.772
1689,,74.885
1690,,112.314
1691,,129.569
1692,,116.331
1693,,122.098
1694,,127.823
1695,,113.47
1696,,115.821
1697,,114.043
1698,,127.928
1699,,130.10399999999998
1700,160.233,42.17100000000001
1701,170.19299999999996,43.537
1702,167.618,42.623000000000005
1703,174.419,44.012
1704,175.57,44.357
1705,169.713,43.382
1706,170.55,43.972
1707,169.24200000000005,45.714
1708,168.989,44.837
1709,166.55200000000005,43.268
1710,173.63,45.697
1711,170.50400000000005,44.817
1712,168.817,44.342
1713,170.25,44.639
1714,166.93400000000003,45.078
1715,170.093,45.61600000000001
1716,163.656,44.8
1717,165.135,44.372
1718,168.62400000000005,44.469
1719,161.613,42.865
1720,114.527,21.536
1721,126.486,20.107
1722,137.64600000000002,25.235
1723,142.58,32.028
1724,132.44299999999998,27.592
1725,159.327,29.467
1726,174.06599999999997,39.047
1727,173.545,43.97
1728,203.783,42.11
1729,204.161,40.654
1730,239.875,46.915
1731,262.053,53.476000000000006
1732,284.885,58.968
1733,318.336,61.278
1734,316.9190000000001,60.676
1735,334.8,61.856
1736,336.05800000000005,60.31
1737,373.009,65.906
1738,412.887,60.617
1739,420.54,60.757
1740,426.193,105.42
1741,432.7480000000001,107.126
1742,446.137,112.904
1743,479.609,117.491
1744,537.07,129.96
1745,551.304,134.757
1746,588.286,143.726
1747,628.484,155.846
1748,646.444,155.356
1749,650.475,155.221
1750,651.195,154.145
1751,645.3290000000002,154.66
1752,650.953,153.876
1753,653.944,150.451
1754,674.587,156.243
1755,713.4019999999998,169.252
1756,777.4739999999998,207.019
1757,830.007,233.978
1758,856.4630000000002,238.306
1759,860.248,234.289
1760,,5.728
1761,,6.952999999999999
1762,,5.821000000000001
1763,,6.09
1764,,5.711
1765,,6.971
1766,,7.524
1767,,7.35
1768,,7.335
1769,,8.461
1770,,9.072
1771,,9.953
1772,,9.768
1773,,10.513
1774,,10.855
1775,,10.878
1776,,10.555
1777,,11.212
1778,,10.731
1779,,12.294
1780,,3.606
1781,,3.696
1782,,3.857
1783,,4.031000000000001
1784,,4.061
1785,,3.78
1786,,3.909
1787,,4.042
1788,,4.2780000000000005
1789,,4.532
1790,,5.022
1791,,5.199
1792,,5.172999999999999
1793,,5.172000000000001
1794,,5.457999999999999
1795,,6.051
1796,,7.183
1797,,8.073
1798,,8.509
1799,,8.525
1800,100.416,30.104
1801,94.864,26.981
1802,97.211,27.01
1803,94.021,26.21
1804,106.778,31.708
1805,112.469,36.934
1806,108.854,28.432
1807,124.837,34.669000000000004
1808,140.263,40.81
1809,142.467,51.318000000000005
1810,166.532,57.173
1811,191.499,48.924
1812,192.101,54.041
1813,196.428,43.063
1814,201.516,49.434
1815,215.025,49.067
1816,232.223,52.72
1817,218.788,53.722
1818,227.273,54.649
1819,229.738,54.978
1820,245.374,72.348
1821,246.504,70.304
1822,245.634,70.156
1823,255.233,70.215
1824,262.436,72.771
1825,262.961,73.27199999999999
1826,248.083,66.524
1827,264.624,70.763
1828,270.36400000000003,77.301
1829,273.53700000000003,76.492
1830,290.1090000000001,82.95299999999999
1831,291.664,83.743
1832,299.949,88.40799999999999
1833,327.567,95.794
1834,347.63699999999994,101.184
1835,383.147,112.142
1836,421.035,122.237
1837,464.794,134.90200000000002
1838,479.42,140.658
1839,496.61300000000006,146.615
1840,1010.578,317.692
1841,1002.168,313.823
1842,991.387,306.584
1843,1027.222,319.598
1844,1031.94,324.413
1845,1052.261,323.385
1846,1103.036,337.29
1847,1096.415,336.706
1848,1108.294,330.454
1849,1060.089,316.84
1850,1125.9,334.88800000000003
1851,1125.515,334.306
1852,1079.677,326.702
1853,1082.905,322.61400000000003
1854,1034.272,310.28
1855,1039.331,313.41900000000004
1856,1090.461,324.342
1857,1131.244,337.68300000000005
1858,1148.214,336.992
1859,1107.963,319.521
1860,254.975,65.69800000000001
1861,251.09,65.264
1862,266.61400000000003,69.749
1863,251.621,64.654
1864,261.555,67.495
1865,272.858,69.71300000000001
1866,248.882,64.92699999999999
1867,249.111,62.447
1868,243.315,60.123000000000005
1869,234.71,57.224
1870,221.515,53.017
1871,219.699,51.815
1872,208.101,49.979
1873,206.865,48.182
1874,203.86900000000003,47.962
1875,220.026,52.29
1876,216.408,50.458
1877,238.96400000000003,55.231
1878,222.8,51.492
1879,218.846,47.629
1880,134.408,34.012
1881,130.994,41.214
1882,147.974,40.703
1883,166.324,41.3
1884,194.97,42.711000000000006
1885,224.39,50.69
1886,236.403,63.197
1887,258.517,62.901
1888,285.887,64.257
1889,288.842,68.597
1890,336.0180000000001,71.92
1891,388.569,79.648
1892,441.046,92.304
1893,474.362,82.697
1894,509.63,90.419
1895,568.405,90.137
1896,553.976,88.90700000000001
1897,533.719,99.757
1898,552.764,106.927
1899,561.615,115.037
1900,361.152,92.364
1901,365.912,97.849
1902,379.021,98.05
1903,389.129,102.509
1904,394.386,101.765
1905,385.152,100.259
1906,399.999,103.193
1907,384.53,101.36
1908,372.527,98.58
1909,318.535,81.554
1910,310.255,77.943
1911,330.3230000000001,86.04700000000001
1912,319.749,83.882
1913,279.87,74.75
1914,280.512,75.594
1915,279.72700000000003,76.362
1916,278.24,74.152
1917,291.521,77.203
1918,294.593,77.609
1919,287.9840000000001,74.846
1920,1334.906,296.36400000000003
1921,1422.359,296.588
1922,1481.409,325.698
1923,1569.217,326.517
1924,1702.474,394.585
1925,1814.511,395.855
1926,1883.858,431.292
1927,1965.808,386.507
1928,2143.67,432.336
1929,2259.359,465.844
1930,2476.778,517.716
1931,2556.7270000000008,497.659
1932,2710.451,563.179
1933,2721.594,540.805
1934,2917.262,609.206
1935,3009.158,674.878
1936,3048.788,639.056
1937,3056.868,639.378
1938,3029.131,621.953
1939,3061.018,622.413
1940,,3.902
1941,,4.258
1942,,4.437
1943,,4.928
1944,,5.238
1945,,5.539
1946,,4.422
1947,,4.863
1948,,4.74
1949,,5.257999999999999
1950,,6.862
1951,,7.819
1952,,7.362
1953,,7.853
1954,,8.724
1955,,9.845
1956,,10.016
1957,,10.746
1958,,11.33
1959,,11.265999999999998
1960,,44.95
1961,,48.099
1962,,51.019
1963,,54.764
1964,,59.01
1965,,51.63399999999999
1966,,60.838
1967,,59.554
1968,,51.778
1969,,45.895
1970,,45.696000000000005
1971,,48.957
1972,,43.724
1973,,44.54600000000001
1974,,37.189
1975,,43.746
1976,,45.034
1977,,45.526
1978,,44.261
1979,,49.338
1980,442.233,48.394
1981,501.578,49.2
1982,492.722,47.093
1983,465.411,49.438
1984,521.18,46.859
1985,547.712,36.468
1986,602.821,43.045
1987,647.2959999999998,47.518
1988,688.6519999999998,57.572
1989,740.7080000000002,90.098
1990,795.9939999999998,56.62
1991,827.622,30.272
1992,831.059,48.145
1993,849.201,54.36600000000001
1994,873.5880000000002,55.209
1995,928.846,62.13
1996,963.959,40.275
1997,994.564,39.066
1998,999.24,46.002
1999,983.664,45.705
2000,53.556,15.043
2001,55.992,16.288
2002,56.29600000000001,16.547
2003,56.757,16.25
2004,57.898,16.68
2005,58.758,16.905
2006,60.221,17.15
2007,60.286,17.315
2008,64.218,18.25
2009,56.981,16.177
2010,57.791,16.432000000000002
2011,56.455,16.334
2012,54.629,15.737
2013,52.289,15.106
2014,47.87600000000001,13.54
2015,48.026,13.623
2016,51.39100000000001,14.425
2017,52.502,14.592
2018,52.945,14.494000000000002
2019,50.06800000000001,14.005999999999998
2020,1143.661,378.255
2021,1154.881,371.517
2022,1119.461,356.357
2023,1218.4160000000004,404.173
2024,1331.1429999999998,449.079
2025,1263.617,415.925
2026,1289.138,446.6230000000001
2027,1321.424,464.8
2028,1419.5120000000004,494.642
2029,1415.719,502.259
2030,1429.569,466.93
2031,1405.792,473.949
2032,1389.214,461.139
2033,1390.88,455.866
2034,1403.434,480.628
2035,1352.493,450.572
2036,1409.45,464.769
2037,1390.118,464.199
2038,1410.15,464.193
2039,1430.966,475.923
2040,,0.46
2041,,0.529
2042,,0.674
2043,,0.753
2044,,0.952
2045,,0.912
2046,,0.999
2047,,1.173
2048,,1.239
2049,,1.291
2050,,1.3130000000000002
2051,,1.281
2052,,1.33
2053,,1.444
2054,,1.524
2055,,1.913
2056,,1.704
2057,,1.455
2058,,1.337
2059,,1.395
2060,1244.659,311.385
2061,1274.083,313.344
2062,1336.226,333.44699999999995
2063,1375.4620000000002,337.701
2064,1456.514,354.612
2065,1513.5179999999998,369.681
2066,1506.692,360.703
2067,1541.87,368.546
2068,1469.829,336.767
2069,1321.5120000000004,297.385
2070,1268.731,283.873
2071,1273.134,284.73
2072,1250.134,278.964
2073,1128.547,252.726
2074,1100.87,255.068
2075,1156.956,271.694
2076,1150.099,260.758
2077,1213.639,274.642
2078,1198.017,269.713
2079,1174.89,251.498
2080,40.762,10.134
2081,40.062,10.326
2082,42.339,10.948
2083,42.647,10.953
2084,41.919,12.147
2085,48.06399999999999,11.935
2086,49.952,11.793
2087,52.995,12.152
2088,48.378,11.987
2089,50.952,12.945
2090,50.658,13.050999999999998
2091,56.709,14.886
2092,60.493,15.798
2093,52.168,14.679
2094,51.091,17.691
2095,64.543,19.83
2096,74.195,23.027
2097,79.085,23.03
2098,79.01,20.998
2099,85.619,22.825
2100,,5.055
2101,,5.817
2102,,7.417999999999999
2103,,8.285
2104,,10.470999999999998
2105,,10.028
2106,,10.984000000000002
2107,,12.905
2108,,13.634
2109,,14.189
2110,,14.398
2111,,14.017
2112,,14.539
2113,,16.175
2114,,16.645
2115,,20.163
2116,,19.311
2117,,21.715
2118,,21.18
2119,,22.031
2120,,2.192
2121,,2.363
2122,,1.56
2123,,1.538
2124,,1.556
2125,,1.589
2126,,1.739
2127,,1.756
2128,,1.935
2129,,1.994
2130,,2.396
2131,,2.18
2132,,2.635
2133,,2.744
2134,,2.809
2135,,2.702
2136,,2.276
2137,,2.474
2138,,2.514
2139,,2.52
2140,230.027,54.71
2141,236.864,55.638000000000005
2142,242.443,56.607
2143,255.924,57.188
2144,247.829,56.501000000000005
2145,244.802,53.88399999999999
2146,250.074,53.703
2147,243.071,52.97
2148,231.02,50.887
2149,217.507,47.252
2150,229.608,53.126000000000005
2151,209.757,49.257
2152,201.754,46.774
2153,199.797,45.206
2154,193.049,43.336000000000006
2155,190.819,43.603
2156,196.599,43.262
2157,194.982,42.594
2158,188.779,42.095
2159,193.733,40.937
2160,178.18900000000005,43.618
2161,189.827,45.082
2162,180.876,43.468
2163,178.532,44.652
2164,178.707,45.236
2165,182.344,45.788
2166,185.275,45.373000000000005
2167,169.77700000000004,43.368
2168,180.61,44.714
2169,181.505,43.534
2170,174.49900000000005,45.049
2171,166.271,40.985
2172,171.605,42.255
2173,179.884,43.18600000000001
2174,160.375,39.231
2175,163.956,38.731
2176,158.405,39.193000000000005
2177,161.515,38.183
2178,155.09799999999996,36.868
2179,158.612,36.742
2180,,2.234
2181,,2.2880000000000003
2182,,1.877
2183,,2.071
2184,,2.56
2185,,2.439
2186,,2.655
2187,,3.227
2188,,2.8960000000000004
2189,,2.444
2190,,2.536
2191,,2.341
2192,,2.9330000000000003
2193,,2.907
2194,,4.6
2195,,5.3020000000000005
2196,,6.44
2197,,7.865
2198,,9.108
2199,,8.634
2200,724.798,168.8
2201,764.072,180.708
2202,838.368,190.81
2203,909.024,201.993
2204,976.157,217.171
2205,1010.81,222.99
2206,1019.971,226.331
2207,1065.338,229.41
2208,1077.778,226.873
2209,1114.102,242.274
2210,1187.738,255.405
2211,1226.463,253.612
2212,1307.101,270.268
2213,1328.6270000000004,287.598
2214,1359.5120000000004,282.648
2215,1402.943,285.688
2216,1428.739,283.435
2217,1443.2579999999996,285.96
2218,1468.644,276.177
2219,1463.066,271.625
2220,,1.331
2221,,1.159
2222,,1.3219999999999998
2223,,1.805
2224,,1.744
2225,,1.722
2226,,1.501
2227,,1.517
2228,,1.523
2229,,2.741
2230,,2.596
2231,,2.504
2232,,2.216
2233,,1.643
2234,,1.5419999999999998
2235,,1.866
2236,,2.306
2237,,2.21
2238,,2.29
2239,,2.305
2240,118.771,24.191
2241,128.127,26.569000000000003
2242,139.054,28.591
2243,155.94899999999996,32.251
2244,171.47,32.576
2245,183.863,37.944
2246,214.748,42.414
2247,221.468,45.235
2248,218.206,44.096
2249,216.399,44.22
2250,233.859,46.957
2251,229.663,46.68
2252,226.09,45.556
2253,230.285,45.236
2254,229.1,46.344
2255,222.289,45.122
2256,197.219,40.052
2257,209.272,39.948
2258,198.169,40.475
2259,198.24400000000003,40.378
2260,,19.672
2261,,20.546
2262,,20.559
2263,,20.926
2264,,21.927
2265,,22.269
2266,,22.602
2267,,23.684
2268,,24.333
2269,,24.321
2270,,27.101
2271,,25.526
2272,,26.306
2273,,26.864
2274,,27.894
2275,,29.272
2276,,29.008000000000003
2277,,29.231
2278,,29.363000000000003
2279,,30.011
2280,772.529,229.791
2281,714.072,213.486
2282,760.4680000000002,220.978
2283,807.1519999999998,236.484
2284,841.316,244.46400000000003
2285,882.937,264.201
2286,978.913,281.649
2287,1071.111,312.737
2288,1081.407,309.321
2289,1087.623,315.36
2290,1105.043,314.38
2291,1185.432,339.482
2292,1249.553,353.666
2293,1225.853,345.221
2294,1317.707,361.675
2295,1376.938,381.332
2296,1441.504,401.24
2297,1550.745,425.329
2298,1502.33,419.437
2299,1467.9920000000004,399.345
2300,119.811,37.466
2301,151.22799999999995,38.0
2302,127.556,39.89
2303,176.11,44.521
2304,174.398,46.447
2305,176.592,48.233
2306,178.454,49.373000000000005
2307,173.16400000000004,55.89
2308,142.047,56.667
2309,231.593,50.17
2310,249.557,57.11
2311,276.98900000000003,62.183
2312,301.954,64.53399999999999
2313,268.232,66.375
2314,278.022,68.033
2315,332.801,70.23
2316,329.515,70.164
2317,326.077,70.23100000000001
2318,365.046,70.447
2319,402.001,76.319
2320,1335.294,285.337
2321,1317.091,303.559
2322,1306.617,295.673
2323,1337.568,307.017
2324,1318.5320000000004,310.363
2325,1320.779,313.118
2326,1338.884,332.67
2327,1331.394,336.36400000000003
2328,1285.092,325.533
2329,1069.243,277.29400000000004
2330,1143.171,294.078
2331,1202.241,307.953
2332,1167.25,303.976
2333,1102.531,297.25
2334,940.062,257.509
2335,746.2739999999999,223.822
2336,806.571,234.006
2337,718.4630000000002,223.085
2338,741.596,232.033
2339,710.505,222.579
2340,538.872,111.787
2341,544.822,100.591
2342,595.384,83.698
2343,634.856,105.619
2344,678.863,111.802
2345,708.238,114.478
2346,745.1,121.737
2347,821.8430000000002,133.264
2348,941.835,153.97
2349,929.881,165.5
2350,974.372,180.622
2351,1027.66,192.991
2352,1079.194,201.548
2353,1137.17,205.39
2354,1131.474,201.927
2355,1245.012,216.583
2356,1293.055,214.667
2357,1307.931,168.831
2358,1330.207,154.204
2359,1331.39,154.186
2360,2395.339,567.585
2361,2413.574,576.314
2362,2356.74,560.066
2363,2394.471,571.472
2364,2424.556,572.904
2365,2442.832000000001,569.962
2366,2423.487,567.572
2367,2372.573,559.236
2368,2343.709,544.498
2369,2163.999,493.895
2370,2239.036,511.632
2371,2064.643,469.454
2372,2077.791,487.517
2373,2035.313,477.387
2374,1887.676,438.541
2375,1853.012,422.34
2376,1825.189,399.337
2377,1785.851,387.565
2378,1762.0970000000002,381.89
2379,1723.9129999999998,369.01
2380,23224.264,6010.508000000001
2381,22744.12,5904.882
2382,22941.458,5946.771
2383,23040.023,6011.837
2384,23499.054,6114.007
2385,23512.607000000004,6134.521
2386,23185.686,6051.668000000001
2387,23576.561,6131.004
2388,22789.636,5914.078
2389,21395.358,5478.21
2390,22174.395,5675.786
2391,21746.803,5540.173000000001
2392,21197.905,5338.698
2393,21729.859,5474.257
2394,21940.02,5522.807
2395,21670.455,5371.771
2396,21428.95,5248.024
2397,21331.723,5207.751
2398,22196.473,5375.491
2399,21891.102000000006,5255.816
2400,,5.268
2401,,5.03
2402,,4.558
2403,,4.527
2404,,5.565
2405,,5.727
2406,,6.597
2407,,5.948
2408,,8.202
2409,,7.947
2410,,6.297999999999999
2411,,7.653
2412,,8.592
2413,,7.492000000000001
2414,,6.684
2415,,6.725
2416,,6.52
2417,,6.162999999999999
2418,,6.571000000000001
2419,,6.584
2420,578.762,120.994
2421,579.975,122.586
2422,593.398,127.518
2423,547.62,125.936
2424,556.504,125.118
2425,539.9490000000002,116.576
2426,504.039,119.365
2427,534.326,119.113
2428,507.225,123.039
2429,503.858,106.252
2430,495.812,103.336
2431,527.146,112.705
2432,512.36,114.891
2433,514.797,109.473
2434,535.864,104.953
2435,509.804,101.412
2436,476.327,108.169
2437,475.647,107.153
2438,493.35,114.732
2439,479.365,114.199
2440,596.8290000000002,151.87
2441,650.974,171.975
2442,652.752,192.747
2443,567.7919999999998,191.458
2444,626.873,151.268
2445,644.698,163.82299999999998
2446,729.6089999999998,160.16
2447,732.382,149.924
2448,756.0,168.69
2449,755.453,169.57299999999998
2450,724.7560000000002,184.084
2451,751.31,175.945
2452,795.905,182.224
2453,767.967,207.425
2454,748.1239999999998,186.708
2455,729.4580000000002,180.12400000000002
2456,675.207,169.477
2457,644.846,161.536
2458,540.031,120.177
2459,461.508,99.175
2460,94314.391,25234.207
2461,95461.607,25451.054
2462,97636.749,26039.191000000003
2463,101858.037,27366.723
2464,106655.621,28627.533
2465,110458.954,29602.777
2466,113613.158,30583.53
2467,117504.838,31493.742
2468,118360.46,32069.444
2469,116213.166,31607.042
2470,121691.136,33343.3
2471,124939.047,34468.451
2472,126562.097,34974.075
2473,128448.117,35283.025
2474,128962.368,35534.443
2475,129516.27,35496.406
2476,130705.831,35452.459
2477,132512.67,35925.738
2478,135807.237,36646.14
2479,136761.607,36702.503
2480,,14.475
2481,,16.017
2482,,15.554
2483,,17.081
2484,,18.647
2485,,19.794
2486,,21.085
2487,,20.719
2488,,22.025
2489,,24.251
2490,,23.151
2491,,20.19
2492,,18.268
2493,,24.976
2494,,24.216
2495,,12.806
2496,,10.427
2497,,9.951
2498,,9.984
2499,,10.02
2500,,1.784
2501,,1.886
2502,,1.961
2503,,2.074
2504,,2.104
2505,,2.2430000000000003
2506,,2.231
2507,,2.294
2508,,2.553
2509,,2.94
2510,,3.12
2511,,3.372
2512,,4.166
2513,,4.416
2514,,4.877
2515,,5.098
2516,,5.659
2517,,6.517
2518,,7.313
2519,,7.047000000000001
2520,,13.818
2521,,12.509
2522,,11.896
2523,,10.61
2524,,9.429
2525,,10.698
2526,,10.365
2527,,9.835
2528,,7.72
2529,,5.476
2530,,7.877999999999999
2531,,9.744
2532,,7.882999999999999
2533,,11.836
2534,,11.906
2535,,12.226
2536,,10.738
2537,,9.582
2538,,11.854
2539,,10.949000000000002
