,fossil_prod_change_twh,solar_electricity,wind_electricity,hydro_electricity,biofuel_electricity
1443,143.534,0.008,0.019,19.680999999999997,2.454
1444,60.278000000000006,0.009000000000000001,0.02,24.954,2.515
1445,33.88099999999998,0.009000000000000001,0.019,27.381999999999998,3.074
1446,3.6889999999999983,0.01,0.059000000000000004,30.09,2.332
1447,-129.46800000000002,0.009000000000000001,0.262,27.003,2.363
1448,-178.77600000000004,0.009000000000000001,0.26899999999999996,38.786,0.708
1449,-75.04400000000001,0.012,0.596,26.445999999999998,0.631
1450,-12.008000000000001,0.031,1.237,36.79,0.7759999999999999
1451,20.480999999999998,0.040999999999999995,1.6340000000000001,35.92800000000001,0.731
1452,-42.798,0.069,3.667,31.587,1.17
1453,-10.013999999999998,0.106,4.168,27.721999999999998,1.3219999999999998
1454,-65.941,0.221,6.351,38.549,1.43
1455,-149.25,0.239,8.453,30.614,1.369
1456,-123.844,0.46399999999999997,9.935,29.744,1.534
1457,-176.73600000000002,1.074,9.913,31.739,2.164
1458,-122.116,1.8359999999999999,12.238,32.384,2.529
1459,-101.81,6.591,16.837,23.845,2.9939999999999998
1515,0.0,0.005,2.52,1.8659999999999999,0.005
1516,0.0,0.401,3.0,1.242,0.012
1517,0.0,0.415,3.035,1.173,0.013000000000000001
1518,0.0,0.95,3.841,1.6769999999999998,0.013000000000000001
1519,0.0,1.581,4.699,1.6369999999999998,0.016
1600,-15.722000000000001,0.008,0.8290000000000001,0.142,1.992
1601,32.861,0.012,0.825,0.11699999999999999,2.3480000000000003
1602,-11.277999999999999,0.016,0.9470000000000001,0.11,2.9019999999999997
1603,-28.028000000000002,0.025,1.32,0.07200000000000001,2.545
1604,109.0,0.034,1.871,0.095,3.3080000000000003
1605,-62.833,0.035,2.0669999999999997,0.08800000000000001,5.2570000000000014
1606,-8.306000000000001,0.037000000000000005,2.734,0.106,5.172999999999999
1607,-25.0,0.038,3.438,0.107,4.0
1608,89.056,0.04,4.26,0.102,5.129
1609,-54.083,0.045,4.581,0.098,6.1110000000000015
1610,97.667,0.055999999999999994,3.9930000000000003,0.105,7.0429999999999975
1611,-57.693999999999996,0.10400000000000001,5.1,0.057,7.059
1612,-10.944,0.191,4.982,0.10400000000000001,7.204
1613,40.028,0.41,5.6270000000000024,0.114,5.954
1614,-120.195,0.725,5.7970000000000015,0.11199999999999999,5.013
1615,-145.139,1.109,7.55,0.09300000000000001,4.934
1616,-15.860999999999999,1.6019999999999999,8.17,0.1,4.905
1617,-57.583,2.208,10.569,0.061,4.599
1618,-62.306000000000004,3.693,10.564,0.07200000000000001,4.555
1619,-42.07,5.32,11.523,0.07400000000000001,5.797999999999999
1630,6.263999999999999,0.004,1.621,24.479,0.578
1631,-2.972,0.004,1.9380000000000002,24.86,0.607
1632,-0.276,0.005,2.0580000000000003,22.66800000000001,0.611
1633,-1.8019999999999998,0.006999999999999999,2.002,22.799,0.606
1634,-4.831,0.018000000000000002,2.189,24.075,0.625
1635,-4.9910000000000005,0.036000000000000004,2.34,24.285,0.634
1636,-3.825,0.055999999999999994,2.307,25.663,0.633
1637,0.245,0.075,2.066,24.928,0.602
1638,2.247,0.098,2.0469999999999997,26.026999999999997,0.588
1639,-1.306,0.12300000000000001,2.222,25.326999999999998,0.607
1649,0.0,0.004,0.11,0.294,0.363
1650,0.0,0.005,0.16,0.499,0.385
1651,0.0,0.006,0.21,0.44,0.3720000000000001
1652,0.0,0.009000000000000001,0.33,0.415,0.45399999999999996
1653,0.0,0.001,0.562,0.451,0.48200000000000004
1654,0.0,0.001,0.85,0.391,0.4920000000000001
1655,0.0,0.002,0.865,0.292,0.45399999999999996
1656,0.0,0.002,0.7290000000000001,0.42200000000000004,0.5329999999999999
1657,0.0,0.013999999999999999,0.635,0.46299999999999997,0.6659999999999999
1658,0.0,0.02,0.8009999999999999,0.40700000000000003,0.7020000000000001
1659,0.0,0.022000000000000002,0.73,0.445,0.785
1692,4.4140000000000015,0.021,0.002,5.602,0.015
1693,-141.699,0.022000000000000002,0.002,5.273,0.019
1694,66.816,0.022000000000000002,0.003,5.292999999999998,0.022000000000000002
1695,34.678000000000004,0.024,0.003,5.664,0.022000000000000002
1696,-216.663,0.027000000000000003,0.003,8.068999999999999,0.025
1697,82.47200000000001,0.027999999999999997,0.003,7.67,0.025
1698,32.335,0.027999999999999997,0.003,6.393,0.025
1699,68.849,0.03,0.003,6.6370000000000005,0.027000000000000003
1700,132.054,0.01,0.031,140.4,0.28600000000000003
1701,61.022999999999996,0.01,0.027000000000000003,119.258,0.332
1702,63.52700000000001,0.01,0.075,128.078,0.316
1703,26.817,0.01,0.218,104.425,0.4270000000000001
1704,25.061999999999998,0.01,0.252,107.693,0.449
1705,-70.80799999999999,0.01,0.499,134.33100000000002,0.382
1706,-83.23100000000001,0.02,0.636,118.175,0.449
1707,-104.72,0.02,0.892,132.319,0.45299999999999996
1708,51.166999999999994,0.02,0.9129999999999999,137.654,0.46399999999999997
1709,-27.912,0.02,0.977,124.03,0.282
1710,-84.884,0.02,0.879,116.257,0.442
1711,-120.08400000000003,0.02,1.2830000000000001,119.78,0.419
1718,-83.62299999999999,0.002,3.8760000000000003,138.202,0.375
1719,-124.49199999999999,0.013000000000000001,5.53,123.663,0.449
1750,5.722,0.013000000000000001,0.01,31.493000000000002,1.253
1751,-0.819,0.027000000000000003,0.018000000000000002,28.232,1.401
1753,-10.395,0.145,0.4,31.554000000000002,1.726
1754,-3.9210000000000003,0.23800000000000002,0.8,32.149,1.653
1755,0.309,0.368,0.7859999999999999,34.287,2.028
1756,0.355,0.8540000000000001,1.409,31.861,2.741
1757,0.10399999999999998,0.889,2.101,27.646,3.3169999999999997
1758,-3.5039999999999996,1.02,3.157,37.006,3.0239999999999996
1759,7.167000000000002,1.032,3.609,43.146,2.659
1774,0.0,0.001,0.11599999999999999,4.984,0.031
1775,0.0,0.016,0.42,6.194,0.034
1776,0.0,0.071,0.625,6.4579999999999975,0.033
1777,0.0,0.156,0.49,7.181,0.032
1778,0.0,0.233,0.588,7.776,0.033
1779,0.0,0.295,0.68,8.302999999999999,0.033
1812,3.583,0.06,0.001,21.14,0.6679999999999999
1813,9.628,0.2,0.001,22.086,0.96
1814,9.916,0.2,0.26,21.976999999999997,1.291
1815,-16.386,0.23,0.595,23.474,0.907
1816,5.6450000000000005,0.24100000000000002,1.063,23.916,0.556
1817,-11.759,0.287,1.073,28.769000000000002,0.47100000000000003
1818,5.865,0.75,1.5019999999999998,30.415,0.419
1819,3.1479999999999997,0.767,1.655,31.255,0.53
1830,0.0,0.001,0.062,7.725,0.027000000000000003
1831,0.0,0.001,0.09,9.601,0.11599999999999999
1832,0.0,0.001,0.075,10.149,0.182
1833,0.0,0.001,0.066,9.919,0.212
1834,0.0,0.017,0.15,9.046,0.196
1835,0.0,0.139,0.75,8.578,0.3670000000000001
1836,0.0,1.097,0.975,8.03,0.726
1837,0.0,1.2009999999999998,1.094,9.515,1.012
1838,0.0,1.249,1.153,9.29,0.5329999999999999
1839,0.0,1.246,1.042,7.945,0.501
1852,25.089,0.001,4.747,2.037,10.094
1853,-8.651,0.001,6.004,2.439,8.622
1854,-37.489,0.006999999999999999,7.676,2.182,9.977
1855,-12.831,0.057,10.857999999999999,1.8319999999999999,9.937000000000001
1856,-11.927,0.124,12.588,2.1390000000000002,7.956
1857,-27.639,0.165,14.909,2.56,6.4879999999999995
1858,-29.767,0.3,12.799000000000001,1.97,6.547999999999999
1859,-30.217,0.725,15.039000000000001,1.9280000000000002,6.813
1860,0.0,0.001,0.168,11.323,1.296
1861,0.0,0.001,0.256,14.034,1.345
1862,0.0,0.002,0.36200000000000004,7.8,1.473
1863,0.0,0.003,0.496,15.722999999999999,1.391
1864,0.0,0.003,0.816,9.869,1.5419999999999998
1865,0.0,0.003,1.7730000000000001,4.731,1.681
1866,0.0,0.005,2.925,11.002,1.705
1867,0.0,0.024,4.037,10.092,1.864
1868,0.0,0.040999999999999995,5.7570000000000014,6.7989999999999995,1.8519999999999999
1869,0.0,0.16,7.577000000000001,8.283999999999999,2.086
1870,0.0,0.21100000000000002,9.182,16.148,2.614
1871,0.0,0.28,9.162,11.539000000000001,2.924
1872,0.0,0.39299999999999996,10.26,5.6229999999999976,2.951
1873,0.0,0.479,12.015,13.73,3.051
1874,0.0,0.627,12.110999999999999,15.569,3.048
1875,0.0,0.7959999999999999,11.607999999999999,8.661,3.1039999999999996
1876,0.0,0.871,12.474,15.722999999999999,3.07
1877,0.0,0.992,12.248,5.897,3.22
1878,0.0,1.006,12.617,12.392999999999999,3.156
1879,0.0,1.2409999999999999,13.69,9.211,3.42
1911,8.628000000000004,0.001,1.3869999999999998,14.728,0.19699999999999998
1912,-6.276999999999999,0.008,2.64,12.065999999999999,0.212
1913,-18.880000000000003,0.42,4.52,14.956,0.251
1914,-1.407,1.6159999999999999,6.2010000000000005,18.805,0.504
1915,2.717,1.982,7.063,16.632,0.523
1916,-19.521,1.82,6.59,18.028,0.531
1917,10.342,1.8559999999999999,7.407,14.494000000000002,0.525
1918,-5.449,1.771,6.322,17.664,0.4370000000000001
1919,-6.9510000000000005,1.796,6.768,15.655,0.518
1973,4.6610000000000005,0.002,0.001,10.101,0.021
1974,-23.247,0.006,0.001,10.892999999999999,0.025
1975,17.653,0.011000000000000001,0.001,9.979,0.027000000000000003
1976,0.217,0.012,0.026000000000000002,10.684000000000001,0.038
1977,0.006999999999999999,0.013000000000000001,0.048,9.061,0.079
1978,-7.165,0.013000000000000001,0.15,10.533,0.107
1979,2.615,0.013999999999999999,0.848,10.07,0.11599999999999999
2013,0.0,0.215,0.004,4.629,0.26
2014,0.0,0.257,0.004,6.0920000000000005,0.255
2015,0.0,0.27399999999999997,0.006,3.807,0.264
2016,0.0,0.267,0.006,4.503,0.27899999999999997
2017,0.0,0.284,0.006,3.8680000000000003,0.285
2018,0.0,0.255,0.006,4.704,0.265
2019,0.0,0.255,0.006,4.62,0.27699999999999997
2022,-22.255,0.021,0.032,2.3569999999999998,0.259
2023,121.32700000000001,0.021,0.032,0.777,0.259
2024,26.771,0.021,0.032,0.941,0.262
2025,14.995,0.021,0.032,1.319,0.265
2026,-1.4980000000000002,0.021,0.032,2.8689999999999998,0.268
2027,1.252,0.021,0.032,0.8590000000000001,0.271
2028,30.433000000000003,0.021,0.032,1.1909999999999998,0.27699999999999997
2029,-14.387,0.021,0.032,1.386,0.281
2030,50.733999999999995,0.021,0.03,2.093,0.332
2031,-10.582,0.021,0.04,2.036,0.34299999999999997
2032,39.211999999999996,0.03,0.04,1.193,0.35100000000000003
2033,-15.155999999999999,0.05,0.01,1.107,0.36
2034,31.717,1.008,1.1,0.904,0.3670000000000001
2035,-64.34100000000001,2.136,2.5,0.802,0.3720000000000001
2036,13.667,3.0069999999999997,3.7,0.674,0.374
2037,-11.374,3.9360000000000004,4.9239999999999995,0.802,0.41700000000000004
2038,6.136,4.2410000000000005,6.4670000000000005,1.093,0.44299999999999995
2039,6.9060000000000015,4.809,6.624,1.0759999999999998,0.44299999999999995
2060,-2.8489999999999998,0.013999999999999999,4.727,28.256,1.493
2061,-5.559,0.017,6.7589999999999995,40.88800000000001,1.631
2062,-2.082,0.018000000000000002,9.342,21.224,2.5860000000000003
2063,-6.28,0.02,12.075,40.483000000000004,3.1839999999999997
2064,-2.582,0.024,15.7,31.084,3.33
2065,-3.443,0.048,21.176,18.393,2.653
2066,-4.454,0.125,23.296999999999997,25.959,2.7739999999999996
2067,-4.396,0.515,27.568,27.309,2.898
2068,-17.34,2.5780000000000003,32.946,23.364,3.2539999999999996
2069,-6.557,6.064,38.117,26.410999999999998,3.488
2070,-5.983,7.186,44.271,42.303999999999995,4.015
2071,-7.5310000000000015,9.399,42.918,30.596,4.609
2072,-2.186,11.968,49.472,20.545,4.977
2073,-8.115,13.095999999999998,55.646,36.865,5.7989999999999995
2074,-1.565,13.672,52.01300000000001,39.169000000000004,5.414
2075,-4.4430000000000005,13.859000000000002,49.325,28.14,5.763999999999999
2076,-6.513,13.642999999999999,48.905,36.395,5.69
2077,5.14,14.397,49.126999999999995,18.322,6.077999999999999
2078,-2.356,12.744000000000002,50.896,34.334,5.9110000000000005
2079,-10.479000000000001,15.147,54.369,24.909000000000002,5.8820000000000014
2085,0.0,0.013999999999999999,0.002,3.4160000000000004,0.002
2086,0.0,0.015,0.002,3.8489999999999998,0.002
2087,0.0,0.016,0.002,3.908,0.001
2088,0.0,0.016,0.003,4.088,0.008
2089,0.0,0.017,0.003,3.865,0.023
2090,0.0,0.017,0.053,5.577999999999999,0.033
2091,0.0,0.017,0.092,4.573,0.032
2092,0.0,0.019,0.147,3.2560000000000002,0.022000000000000002
2093,0.0,0.02,0.235,6.849,0.026000000000000002
2094,0.0,0.02,0.27,4.506,0.040999999999999995
2095,0.0,0.021,0.34299999999999997,5.909,0.057
2096,0.0,0.023,0.345,4.178999999999999,0.07200000000000001
2097,0.0,0.141,0.365,3.9810000000000003,0.067
2098,0.0,0.11699999999999999,0.325,6.3370000000000015,0.087
2099,0.0,0.37,0.3670000000000001,6.48,0.09699999999999999
2140,0.0,0.001,0.457,78.584,4.098
2141,0.0,0.002,0.48200000000000004,79.06,3.7769999999999997
2142,0.0,0.002,0.608,66.36,4.175
2143,0.0,0.002,0.679,53.54,4.51
2144,0.0,0.002,0.86,60.12300000000001,7.2010000000000005
2145,0.0,0.002,0.935,72.803,7.49
2146,0.0,0.002,0.9840000000000001,61.722,8.359
2147,0.0,0.003,1.426,66.15899999999999,9.836
2148,0.0,0.004,1.9980000000000002,69.069,10.337
2149,0.0,0.006999999999999999,2.491,65.852,11.46
2150,0.0,0.009000000000000001,3.487,66.398,12.190999999999999
2151,0.0,0.011000000000000001,6.107,66.434,11.536
2152,0.0,0.019,7.164,78.932,12.194
2153,0.0,0.035,9.842,61.361000000000004,11.45
2154,0.0,0.047,11.235,63.76300000000001,10.696
2155,0.0,0.09699999999999999,16.322,75.312,10.765
2156,0.0,0.14300000000000002,15.479000000000001,62.018,11.487
2157,0.0,0.23,17.609,65.143,12.075999999999999
2158,0.0,0.40700000000000003,16.623,62.21,11.913
2159,0.0,0.40700000000000003,19.92,66.568,12.873
2160,0.0,0.011000000000000001,0.003,36.466,1.746
2161,0.0,0.012,0.004,40.895,1.831
2162,0.0,0.013999999999999999,0.005,34.861999999999995,1.883
2163,0.0,0.017,0.005,34.471,1.9
2164,0.0,0.017,0.006,33.411,1.9869999999999999
2165,0.0,0.019,0.008,30.914,2.109
2166,0.0,0.023,0.015,30.649,2.334
2167,0.0,0.027000000000000003,0.016,34.898,2.303
2168,0.0,0.034,0.019,35.676,2.3890000000000002
2169,0.0,0.05,0.023,35.366,2.373
2170,0.0,0.094,0.037000000000000005,35.704,2.425
2171,0.0,0.168,0.07,32.069,2.53
2172,0.0,0.3,0.08800000000000001,38.218,2.741
2173,0.0,0.5,0.09,38.08,2.866
2174,0.0,0.8420000000000001,0.10099999999999999,37.659,3.005
2175,0.0,1.119,0.11,37.879,2.818
2176,0.0,1.3330000000000002,0.109,34.281,2.9930000000000003
2177,0.0,1.683,0.133,33.754,3.1060000000000003
2178,0.0,1.944,0.122,34.637,3.082
2179,0.0,2.1109999999999998,0.14800000000000002,37.66,3.301
2206,11.317999999999998,0.001,0.001,8.044,1.459
2209,1.0299999999999998,0.009000000000000001,0.001,7.077000000000001,3.076
2210,48.79899999999999,0.02,0.001,5.482,3.39
2211,19.801999999999996,0.095,0.005,8.081,4.29
2212,48.96000000000001,0.493,0.141,8.666,4.405
2213,1.9659999999999997,1.08,0.305,5.691,6.704
2214,-1.6410000000000002,1.385,0.305,5.485,7.1679999999999975
2215,-16.656,2.38,0.33,3.714,7.4460000000000015
2216,9.306,3.38,0.345,3.492,18.054000000000002
2217,-22.151999999999997,4.543,1.109,4.647,15.442
2218,-22.053,4.537,1.641,7.489,16.327
2219,7.349,5.182,3.655,6.37,18.686
2294,10.557,0.017,8.485,39.75,1.095
2295,-41.458,0.191,11.591,65.85600000000001,1.263
2296,31.0,1.013,15.380999999999998,66.686,1.659
2297,-4.342,2.818,17.793,57.824,2.124
2298,16.99,7.505,19.836,59.49,2.6719999999999997
2299,0.693,9.16,21.344,87.99700000000001,3.283
2330,-10.309000000000001,0.001,0.051,13.02,0.188
2331,49.719,0.03,0.09,10.837,0.134
2332,30.73,0.33,0.28800000000000003,10.374,0.134
2333,-2.511999999999998,0.57,0.64,13.663,0.10099999999999999
2334,-140.735,0.43,1.13,8.392999999999999,0.13
2335,-117.60000000000001,0.48,1.08,5.343,0.145
2336,14.283000000000001,0.491,0.9540000000000001,7.5939999999999985,0.136
2337,-49.57,0.74,0.983,8.856,0.21
2338,7.175000000000001,1.1079999999999999,1.188,10.324000000000002,0.301
2339,-4.688,0.998,1.462,7.687,0.285
2360,-71.46000000000001,0.001,0.9470000000000001,5.086,3.9360000000000004
2361,-132.67999999999998,0.002,0.965,4.056,4.526
2362,-45.301,0.003,1.256,4.788,5.079
2363,-135.048,0.003,1.285,3.228,6.104
2364,-216.906,0.004,1.935,4.843999999999999,7.355
2365,-242.926,0.008,2.904,4.921,9.103
2366,-195.53,0.011000000000000001,4.225,4.593,9.277999999999999
2367,-90.97699999999999,0.013999999999999999,5.274,5.077,9.326
2368,-75.71900000000001,0.017,7.122000000000001,5.141,9.567
2369,-160.43499999999997,0.02,9.281,5.228,10.715
2370,-89.35999999999999,0.04,10.286,3.591,12.262
2371,-244.53900000000002,0.244,15.963,5.691,13.314
2372,-165.997,1.354,19.847,5.31,14.735
2373,-97.92,2.01,28.397,4.7010000000000005,18.101
2374,-11.788000000000004,4.053999999999999,31.959,5.888,22.62
2375,72.375,7.532999999999999,40.275,6.2970000000000015,28.469
2376,3.817000000000011,10.408,37.155,5.394,28.651
2377,-15.876000000000001,11.475,49.633,5.902,30.024
2378,32.095,12.857000000000001,56.903999999999996,5.49,32.87
2379,-1.294,12.97,64.527,5.858,33.968
2380,-129.75599999999997,0.493,5.593,270.034,60.726000000000006
2381,323.23699999999997,0.5429999999999999,6.737,208.138,49.74800000000001
2382,-463.764,0.555,10.354000000000001,255.58599999999998,53.708999999999996
2383,-220.089,0.534,11.187000000000001,267.27099999999996,53.341
2384,-19.863000000000028,0.575,14.144,259.92900000000003,53.537
2385,-234.01599999999996,0.55,17.811,263.763,54.277
2386,239.01299999999998,0.508,26.589000000000002,282.689,54.861000000000004
2387,124.51600000000003,0.612,34.45,240.614,55.538999999999994
2388,309.65599999999995,0.8640000000000001,55.363,248.543,55.034
2389,-268.6170000000002,0.8909999999999999,73.88600000000002,268.818,54.493
2390,413.6720000000001,1.212,94.652,254.702,56.089
2391,622.876,1.818,120.177,312.934,56.67100000000001
2392,456.129,4.327,140.822,271.29,57.622
2393,498.164,9.036,167.84,263.884,60.858000000000004
2394,1451.4260000000004,28.924,181.655,253.19299999999998,63.989
2395,199.0949999999999,39.032,190.71900000000002,243.989,63.632
2396,-1328.5439999999999,54.86600000000001,226.993,261.126,62.76
2397,821.3119999999999,77.27600000000002,254.303,293.839,62.762
2398,1958.4550000000002,93.365,272.65,286.619,61.901
2399,1417.0789999999993,106.89399999999999,294.906,282.613,57.507
2414,0.0,0.004,0.733,9.552999999999999,1.923
2415,0.0,0.049,2.065,8.183,2.407
2416,0.0,0.151,2.9939999999999998,7.7639999999999985,2.4530000000000003
2417,0.0,0.26899999999999996,3.7739999999999996,7.443,2.568
2418,0.0,0.41600000000000004,4.732,6.4910000000000005,2.5540000000000003
2419,0.0,0.423,4.753,8.027000000000001,2.515
2460,3123.3929999999996,1.069,31.480999999999998,2610.869,147.586
2461,1703.248,1.341,38.411,2551.315,146.041
2462,392.40799999999996,1.715,52.711999999999996,2588.042,160.20600000000005
2463,4809.086,2.096,64.65100000000001,2603.144,169.60299999999995
2464,5638.006,2.7710000000000004,84.742,2770.229000000001,182.995
2465,3096.675,3.844,104.69200000000001,2883.295,202.297
2466,3140.4120000000003,5.171,132.52200000000002,2981.825,215.28599999999997
2467,2236.364,7.005,171.359,3033.772,230.265
2468,2817.266,11.432,219.43599999999998,3156.836,255.976
2469,-2127.143,19.415,277.639,3186.507,268.356
2470,5228.843,30.518,346.471,3385.722,316.468
2471,4477.975,60.01,440.54400000000004,3453.9190000000012,340.4790000000001
2472,2484.5099999999998,95.725,531.516,3631.6940000000004,376.205
2473,1306.548,132.293,643.259,3747.992,410.061
2474,1630.9919999999997,197.01,720.6080000000003,3849.512,441.67900000000003
2475,1066.0770000000002,254.668,828.648,3864.4320000000002,458.936
2476,-1744.5149999999999,329.564,958.942,4019.5170000000003,490.82300000000004
2477,2562.8319999999994,443.315,1135.069,4075.455,517.4830000000002
2478,5276.385,572.908,1266.086,4209.222,556.9780000000002
2479,1841.9300000000003,704.0239999999999,1416.9470000000001,4261.241,572.538
