,renewables_electricity,gdp
1065,5.94,129000000000.0
1066,6.035,149000000000.0
1067,5.678999999999999,175000000000.0
1068,3.45,214000000000.0
1069,3.195,248000000000.0
1070,4.718,302000000000.0
1071,3.363,380000000000.0
1072,4.348,424000000000.0
1073,4.755,468000000000.0
1074,2.9589999999999996,472000000000.0
1075,2.5780000000000003,495000000000.0
1076,3.3939999999999997,544000000000.0
1077,2.211,
1078,1.857,
1079,2.51,
1080,1.186,149000000000.0
1081,1.0270000000000001,161000000000.0
1082,1.382,182000000000.0
1083,1.138,193000000000.0
1084,1.3940000000000001,208000000000.0
1085,1.8730000000000002,222000000000.0
1086,2.475,230000000000.0
1087,2.795,246000000000.0
1088,3.5869999999999997,221000000000.0
1089,4.109,218000000000.0
1090,3.7289999999999996,223000000000.0
1091,5.4239999999999995,224000000000.0
1092,5.256,220000000000.0
1093,5.627999999999999,221000000000.0
1094,6.392,239000000000.0
1095,7.8610000000000015,249000000000.0
1096,7.513,262000000000.0
1097,8.879,
1098,10.195,
1099,11.209000000000001,
1100,0.031,183000000000.0
1101,0.02,187000000000.0
1102,0.032,190000000000.0
1103,0.043,183000000000.0
1104,0.039,183000000000.0
1105,0.039,184000000000.0
1106,0.025,192000000000.0
1107,0.024,199000000000.0
1108,0.032,200000000000.0
1109,0.099,211000000000.0
1110,0.16,217000000000.0
1111,0.281,221000000000.0
1112,0.461,229000000000.0
1113,0.607,239000000000.0
1114,0.9570000000000001,250000000000.0
1115,1.317,256000000000.0
1116,1.761,267000000000.0
1117,1.729,
1118,1.8090000000000002,
1119,2.832,
1120,50.879,1890000000000.0
1121,54.348,1940000000000.0
1122,48.316,1880000000000.0
1123,46.865,1860000000000.0
1124,53.872,1870000000000.0
1125,48.44,1910000000000.0
1126,50.63399999999999,1980000000000.0
1127,47.715,2090000000000.0
1128,58.163999999999994,2110000000000.0
1129,69.25399999999999,2060000000000.0
1130,76.96300000000002,2050000000000.0
1131,82.96,2090000000000.0
1132,92.221,2090000000000.0
1133,112.001,2080000000000.0
1134,120.67,2090000000000.0
1135,108.89399999999999,2110000000000.0
1136,108.01100000000001,2130000000000.0
1137,103.88600000000001,
1138,114.402,
1139,117.079,
1140,0.217,13980013568.0
1141,0.14400000000000002,13886352384.0
1142,0.124,14201782272.0
1143,0.147,15938249728.0
1144,0.201,16414271488.0
1145,0.23600000000000002,17063216128.0
1146,0.256,18385498112.0
1147,0.247,19472650240.0
1148,0.258,19110465536.0
1149,0.223,20201742336.0
1150,0.223,20343263232.0
1151,0.26899999999999996,20487528448.0
1152,0.284,20149080064.0
1153,0.26,20656455680.0
1154,0.287,20798375936.0
1155,0.28300000000000003,20996364288.0
1156,0.345,21316925440.0
1157,0.51,
1158,0.544,
1159,0.561,
1160,125.398,4230000000000.0
1161,122.919,4210000000000.0
1162,122.74600000000001,4240000000000.0
1163,137.851,4290000000000.0
1164,137.534,4390000000000.0
1165,124.98299999999999,4510000000000.0
1166,137.313,4550000000000.0
1167,125.323,4610000000000.0
1168,121.83,4510000000000.0
1169,122.695,4310000000000.0
1170,142.58700000000005,4520000000000.0
1171,146.116,4460000000000.0
1172,140.57399999999998,4470000000000.0
1173,152.118,4510000000000.0
1174,166.545,4500000000000.0
1175,183.412,4560000000000.0
1176,188.028,4600000000000.0
1177,208.35,
1178,216.343,
1179,225.53799999999998,
1180,0.042,18042376192.0
1181,0.046,19121948672.0
1182,0.06,21466574848.0
1183,0.05,22045898752.0
1184,0.061,24873895936.0
1185,0.064,30546460672.0
1186,0.059000000000000004,34734256128.0
1187,0.07200000000000001,41748021248.0
1188,0.073,54538596352.0
1189,0.068,64534372352.0
1190,0.07200000000000001,67070615552.0
1191,0.065,76264087552.0
1192,0.069,82091900928.0
1193,0.061,81685250048.0
1194,0.063,84570423296.0
1195,0.179,86591225856.0
1196,0.858,88403697664.0
1197,1.3980000000000001,
1198,2.188,
1199,2.717,
1200,7.456,87470841856.0
1201,8.0,98712707072.0
1202,8.801,105000000000.0
1203,8.539,118000000000.0
1204,7.976,136000000000.0
1205,7.777,163000000000.0
1206,7.691,197000000000.0
1207,8.09,229000000000.0
1208,7.386,264000000000.0
1209,6.811,254000000000.0
1210,7.943,296000000000.0
1211,7.805,360000000000.0
1212,7.564,376000000000.0
1213,7.6610000000000005,405000000000.0
1214,8.291,411000000000.0
1215,9.429,415000000000.0
1216,11.92,420000000000.0
1217,11.6,
1218,11.137,
1219,10.629000000000001,
1220,2.057,63825342464.0
1221,3.175,66063642624.0
1222,3.79,64448475136.0
1223,4.33,63281344512.0
1224,4.191,65793523712.0
1225,4.316,70755893248.0
1226,4.574,78094204928.0
1227,4.8,83736363008.0
1228,4.137,87540162560.0
1229,3.734,93923098624.0
1230,5.081,104000000000.0
1231,5.12,114000000000.0
1232,6.007999999999999,121000000000.0
1233,5.915,127000000000.0
1234,6.404,134000000000.0
1235,8.488999999999999,142000000000.0
1236,8.011000000000001,150000000000.0
1237,8.175,
1238,9.652000000000001,
1239,10.192,
1240,0.0,88143429632.0
1241,0.0,79746752512.0
1242,0.0,85675753472.0
1243,0.0,104000000000.0
1244,0.0,130000000000.0
1245,0.0,167000000000.0
1246,0.0,200000000000.0
1247,0.0,214000000000.0
1248,0.0,254000000000.0
1249,0.0,186000000000.0
1250,0.0,203000000000.0
1251,0.0,260000000000.0
1252,0.0,295000000000.0
1253,0.004,283000000000.0
1254,0.006999999999999999,270000000000.0
1255,0.009000000000000001,276000000000.0
1256,0.053,283000000000.0
1257,0.067,
1258,0.084,
1259,0.158,
1260,13.546,9709912064.0
1261,12.306,9574320128.0
1262,10.679,9596157952.0
1263,13.380999999999998,10431114240.0
1264,13.953,11012797440.0
1265,12.66,11246944256.0
1266,12.347000000000001,13055951872.0
1267,12.609000000000002,14892163072.0
1268,10.023,17373720576.0
1269,10.115,17725392896.0
1270,10.997,17882109952.0
1271,13.998,22068576256.0
1272,14.037,21271707648.0
1273,12.995999999999999,23644280832.0
1274,13.165,31624493056.0
1275,10.989,32729579520.0
1276,11.379000000000001,33957935104.0
1277,14.061,
1278,14.175,
1279,13.706,
1280,2.824,25228673024.0
1281,2.839,26669565952.0
1282,2.485,28483074048.0
1283,2.339,29327583232.0
1284,3.196,30351355904.0
1285,3.4139999999999997,32431915008.0
1286,2.787,36045434880.0
1287,2.8280000000000003,39488139264.0
1288,3.213,39694049280.0
1289,3.555,35212337152.0
1290,3.635,35345006592.0
1291,3.076,37961678848.0
1292,4.109,40317419520.0
1293,3.533,41799946240.0
1294,2.802,43756335104.0
1295,2.7769999999999997,44948070400.0
1296,3.4819999999999998,45812883456.0
1297,5.4620000000000015,
1298,3.4989999999999997,
1299,3.135,
1300,0.445,43063488512.0
1301,0.33,45053464576.0
1302,0.6709999999999999,46858838016.0
1303,1.349,48681951232.0
1304,1.109,52638146560.0
1305,1.036,54423711744.0
1306,0.688,52187832320.0
1307,0.579,57624862720.0
1308,0.369,63953342464.0
1309,0.616,72629248000.0
1310,0.8320000000000001,76310093824.0
1311,0.7979999999999999,73229762560.0
1312,0.9990000000000001,73344638976.0
1313,1.263,75314421760.0
1314,0.204,77167312896.0
1315,0.495,78333026304.0
1316,0.41200000000000003,79116550144.0
1317,0.45799999999999996,
1318,0.419,
1319,0.387,
1320,0.0,112000000000.0
1321,0.0,112000000000.0
1322,0.0,111000000000.0
1323,0.0,125000000000.0
1324,0.0,131000000000.0
1325,0.0,144000000000.0
1326,0.0,154000000000.0
1327,0.0,162000000000.0
1328,0.0,185000000000.0
1329,0.0,184000000000.0
1330,0.006,192000000000.0
1331,0.006,74353934336.0
1332,0.006999999999999999,167000000000.0
1333,0.008,79982649344.0
1334,0.008,60791582720.0
1335,0.008,54591766528.0
1336,0.008,52964032512.0
1337,0.008,
1338,0.008,
1339,0.008,
1340,0.34,38858665984.0
1341,0.32799999999999996,41505021952.0
1342,0.35700000000000004,42848641024.0
1343,0.332,46498734080.0
1344,0.428,46993072128.0
1345,0.45899999999999996,49919520768.0
1346,0.436,53438320640.0
1347,0.5820000000000001,58199494656.0
1348,0.602,59742826496.0
1349,0.684,54137118720.0
1350,0.9109999999999999,56762298368.0
1351,1.113,61255319552.0
1352,1.183,66443116544.0
1353,1.525,69114494976.0
1354,1.511,72089722880.0
1355,1.679,73384935424.0
1356,2.095,75063795712.0
1357,2.5380000000000003,
1358,2.205,
1359,2.439,
1360,0.171,27865122816.0
1361,0.168,25977962496.0
1362,0.151,26320701440.0
1363,0.141,25401974784.0
1364,0.195,24444045312.0
1365,0.209,24792096768.0
1366,0.24600000000000002,26457731072.0
1367,0.265,28851822592.0
1368,0.282,27093080064.0
1369,0.268,27566755840.0
1370,0.268,29648912384.0
1371,0.24600000000000002,28096120832.0
1372,0.308,30788435968.0
1373,0.37,30693855232.0
1374,0.39799999999999996,37246500864.0
1375,0.431,38716084224.0
1376,0.457,40329289728.0
1377,0.6,
1378,0.684,
1379,0.684,
1380,7.34,278000000000.0
1381,6.371,274000000000.0
1382,5.247999999999998,293000000000.0
1383,5.693,311000000000.0
1384,5.769,342000000000.0
1385,5.138999999999999,380000000000.0
1386,6.377999999999999,396000000000.0
1387,6.433,435000000000.0
1388,7.396,476000000000.0
1389,8.067,453000000000.0
1390,7.4270000000000005,489000000000.0
1391,8.631,545000000000.0
1392,9.839,577000000000.0
1393,12.97,614000000000.0
1394,14.335999999999999,628000000000.0
1395,16.39,659000000000.0
1396,21.223000000000006,687000000000.0
1397,27.618000000000002,
1398,27.956999999999997,
1399,29.081999999999997,
1400,0.0,9422896128.0
1401,0.0,8356619776.0
1402,0.0,8672818176.0
1403,0.0,8824807424.0
1404,0.0,8388042240.0
1405,0.0,8741585920.0
1406,0.0,9019247616.0
1407,0.0,9499842560.0
1408,0.0,9540683776.0
1409,0.0,10187004928.0
1410,0.001,10302401536.0
1411,0.01,10001948672.0
1412,0.026000000000000002,10128000000.0
1413,0.035,10312181760.0
1414,0.075,10750430208.0
1415,0.102,11534417920.0
1416,0.136,12121667584.0
1417,0.172,
1418,0.19899999999999998,
1419,0.19899999999999998,
1420,0.505,17434200064.0
1421,0.52,17021184000.0
1422,0.515,17094880256.0
1423,0.547,16891314176.0
1424,0.5710000000000001,16853760000.0
1425,0.5429999999999999,16211206144.0
1426,0.496,17310195712.0
1427,0.523,19135696896.0
1428,0.593,19303647232.0
1429,0.607,19882739712.0
1430,0.653,20518957056.0
1431,0.551,21493831680.0
1432,0.578,22071529472.0
1433,0.594,22452848640.0
1434,0.595,23633235968.0
1435,0.68,24467060736.0
1436,0.6629999999999999,25412495360.0
1437,0.623,
1438,0.648,
1439,0.636,
1440,40.400999999999996,1120000000000.0
1441,36.319,1130000000000.0
1442,32.605,1140000000000.0
1443,28.44400000000001,1170000000000.0
1444,34.075,1260000000000.0
1445,37.783,1360000000000.0
1446,39.176,1450000000000.0
1447,37.041,1520000000000.0
1448,46.828,1570000000000.0
1449,34.425,1480000000000.0
1450,45.128,1590000000000.0
1451,44.526,1720000000000.0
1452,42.004,1740000000000.0
1453,39.08,1770000000000.0
1454,52.253,1810000000000.0
1455,46.67,1860000000000.0
1456,47.498999999999995,1880000000000.0
1457,50.543,
1458,54.007,
1459,55.36,
1460,0.0,6735756800.0
1461,0.0,7534202880.0
1462,0.0,8300105216.0
1463,0.0,9092790272.0
1464,0.0,10779912192.0
1465,0.004,12861685760.0
1466,0.004,15202941952.0
1467,0.004,17539614720.0
1468,0.006999999999999999,19005868032.0
1469,0.022000000000000002,18427742208.0
1470,0.044000000000000004,20836321280.0
1471,0.061,26811267072.0
1472,0.06,30912770048.0
1473,0.122,32288256000.0
1474,0.2,32586354688.0
1475,0.221,33339027456.0
1476,0.247,33659254784.0
1477,0.41600000000000004,
1478,0.457,
1479,0.513,
1480,0.0,5257224192.0
1481,0.0,5621417984.0
1482,0.0,5482080256.0
1483,0.0,5629890048.0
1484,0.0,5916175872.0
1485,0.0,6256749056.0
1486,1.733,8113699840.0
1487,1.271,9354359808.0
1488,1.524,10206612480.0
1489,2.05,9606912000.0
1490,2.7230000000000003,9695511552.0
1491,1.192,10424513536.0
1492,1.462,10320813056.0
1493,2.479,10681120768.0
1494,1.734,10986949632.0
1495,1.476,11476486144.0
1496,1.825,11767379968.0
1497,1.111,
1498,2.235,
1499,2.5069999999999997,
1500,0.775,133000000000.0
1501,1.068,135000000000.0
1502,1.036,134000000000.0
1503,1.6440000000000001,139000000000.0
1504,1.791,138000000000.0
1505,1.175,137000000000.0
1506,1.171,151000000000.0
1507,1.185,163000000000.0
1508,1.218,185000000000.0
1509,2.9330000000000003,199000000000.0
1510,4.092,215000000000.0
1511,2.676,238000000000.0
1512,2.3480000000000003,244000000000.0
1513,4.118,251000000000.0
1514,3.5460000000000003,249000000000.0
1515,4.396,260000000000.0
1516,4.655,264000000000.0
1517,4.636,
1518,6.481,
1519,7.933,
1520,9.562999999999999,10635299840.0
1521,11.737,11516837888.0
1522,12.579,14081280000.0
1523,10.8,15496326144.0
1524,11.589,16161756160.0
1525,13.175999999999998,17534720000.0
1526,14.610999999999999,18381838336.0
1527,15.943,19302912000.0
1528,15.012,20363417600.0
1529,16.825,20778444800.0
1530,16.535,21117726720.0
1531,16.71,20700575744.0
1532,15.062000000000001,21808332800.0
1533,14.464,26364755968.0
1534,16.086,29544933376.0
1535,17.099,31509975040.0
1536,15.51,32568367104.0
1537,13.98,
1538,13.845,
1539,12.761,
1540,,65653415936.0
1541,,68594200576.0
1542,,68128731136.0
1543,,78579548160.0
1544,,84990066688.0
1545,,99614457856.0
1546,,112000000000.0
1547,,125000000000.0
1548,,139000000000.0
1549,,144000000000.0
1550,,175000000000.0
1551,,203000000000.0
1552,,240000000000.0
1553,,267000000000.0
1554,,297000000000.0
1555,,319000000000.0
1556,,339000000000.0
1557,,
1558,,
1559,,
1560,1.3659999999999999,9773112320.0
1561,1.3559999999999999,10151799808.0
1562,1.446,10565805056.0
1563,1.4969999999999999,10619352064.0
1564,1.5859999999999999,11540941824.0
1565,1.641,12607352832.0
1566,1.59,13914024960.0
1567,1.56,14416287744.0
1568,1.476,15927875584.0
1569,1.396,15740582912.0
1570,1.2429999999999999,16241519616.0
1571,1.399,18161442816.0
1572,1.6059999999999999,20648069120.0
1573,1.2819999999999998,21811015680.0
1574,1.5,26872559616.0
1575,1.527,28297799680.0
1576,1.403,28601075712.0
1577,1.608,
1578,1.1640000000000001,
1579,1.045,
1580,1.6159999999999999,32693903360.0
1581,1.831,31291969536.0
1582,2.0980000000000003,31239350272.0
1583,2.24,34355130368.0
1584,2.378,33360314368.0
1585,2.492,34170015744.0
1586,2.708,36008890368.0
1587,2.764,38495072256.0
1588,2.786,42740711424.0
1589,3.083,48572407808.0
1590,3.179,53914607616.0
1591,3.466,59280310272.0
1592,3.511,65186848768.0
1593,3.487,67614973952.0
1594,3.7739999999999996,72787582976.0
1595,3.443,74763542528.0
1596,4.22,75081924608.0
1597,4.67,
1598,4.941,
1599,5.42,
1600,2.971,636000000000.0
1601,3.302,642000000000.0
1602,3.975,650000000000.0
1603,3.9619999999999997,638000000000.0
1604,5.307,651000000000.0
1605,7.447,694000000000.0
1606,8.05,729000000000.0
1607,7.5829999999999975,778000000000.0
1608,9.531,781000000000.0
1609,10.835,749000000000.0
1610,11.197000000000001,738000000000.0
1611,12.32,744000000000.0
1612,12.481,761000000000.0
1613,12.106,817000000000.0
1614,11.648,805000000000.0
1615,13.685,821000000000.0
1616,14.777000000000001,839000000000.0
1617,17.437,
1618,18.884,
1619,22.715,
1620,27.881,98350137344.0
1621,24.98,101000000000.0
1622,28.118000000000002,105000000000.0
1623,26.759,107000000000.0
1624,30.357,108000000000.0
1625,27.44400000000001,110000000000.0
1626,27.95,112000000000.0
1627,28.505,121000000000.0
1628,27.993000000000002,122000000000.0
1629,30.97,127000000000.0
1630,32.285,133000000000.0
1631,33.233000000000004,138000000000.0
1632,31.22300000000001,138000000000.0
1633,31.53,144000000000.0
1634,33.827,148000000000.0
1635,34.754,153000000000.0
1636,36.135,159000000000.0
1637,35.176,
1638,36.319,
1639,35.769,
1640,0.375,13254983680.0
1641,0.435,13825984512.0
1642,0.606,14166267904.0
1643,0.696,14867095552.0
1644,0.7040000000000001,15739982848.0
1645,0.9009999999999999,17065079808.0
1646,0.807,17786216448.0
1647,0.7879999999999999,19192991744.0
1648,1.192,20283103232.0
1649,1.068,20667930624.0
1650,1.351,21934055424.0
1651,1.301,23734874112.0
1652,1.7309999999999999,24177887232.0
1653,2.176,25037424640.0
1654,2.394,26460876800.0
1655,2.293,27761692672.0
1656,2.392,29071224832.0
1657,2.529,
1658,2.7310000000000003,
1659,2.832,
1660,0.0,7190411776.0
1661,0.0,7874376192.0
1662,0.0,8302315008.0
1663,0.0,8920647680.0
1664,0.0,8600471552.0
1665,0.0,9017536512.0
1666,0.0,9588882432.0
1667,0.0,9844835328.0
1668,0.0,10672463872.0
1669,0.0,11246819328.0
1670,0.0,13083209728.0
1671,0.0,12652165120.0
1672,0.0,13840254976.0
1673,0.004,14546306048.0
1674,0.004,15629286400.0
1675,0.004,16184285184.0
1676,0.005,16921362432.0
1677,0.006,
1678,0.024,
1679,0.024,
1680,5.699,329000000000.0
1681,5.8629999999999995,340000000000.0
1682,8.165,378000000000.0
1683,7.3870000000000005,401000000000.0
1684,8.04,430000000000.0
1685,7.7029999999999985,448000000000.0
1686,6.212999999999999,476000000000.0
1687,6.178,614000000000.0
1688,5.6770000000000005,642000000000.0
1689,4.497,711000000000.0
1690,6.327000000000001,815000000000.0
1691,5.841,844000000000.0
1692,5.64,905000000000.0
1693,5.316,928000000000.0
1694,5.34,979000000000.0
1695,5.712999999999999,1010000000000.0
1696,8.124,990000000000.0
1697,7.726,
1698,6.45,
1699,6.6960000000000015,
1700,140.727,245000000000.0
1701,119.62700000000001,245000000000.0
1702,128.47899999999998,244000000000.0
1703,105.08,255000000000.0
1704,108.404,276000000000.0
1705,135.222,328000000000.0
1706,119.28,348000000000.0
1707,133.684,352000000000.0
1708,139.05100000000002,391000000000.0
1709,125.309,339000000000.0
1710,117.598,355000000000.0
1711,121.50200000000001,399000000000.0
1712,143.17700000000005,411000000000.0
1713,130.032,406000000000.0
1714,137.52700000000002,390000000000.0
1715,139.649,396000000000.0
1716,144.785,400000000000.0
1717,144.958,
1718,142.455,
1719,129.655,
1720,0.0,41063723008.0
1721,0.0,44382195712.0
1722,0.0,46212362240.0
1723,0.0,53275885568.0
1724,0.0,66722304000.0
1725,0.0,73114116096.0
1726,0.0,97566883840.0
1727,0.0,109000000000.0
1728,0.0,131000000000.0
1729,0.0,112000000000.0
1730,0.0,125000000000.0
1731,0.0,140000000000.0
1732,0.0,154000000000.0
1733,0.001,160000000000.0
1734,0.001,156000000000.0
1735,0.004,163000000000.0
1736,0.004,168000000000.0
1737,0.004,
1738,0.004,
1739,0.004,
1740,18.18,383000000000.0
1741,19.842,389000000000.0
1742,23.32800000000001,409000000000.0
1743,27.976,428000000000.0
1744,26.76,464000000000.0
1745,31.734,516000000000.0
1746,32.75,567000000000.0
1747,29.798000000000002,602000000000.0
1748,29.123,647000000000.0
1749,29.092,683000000000.0
1750,32.769,735000000000.0
1751,29.678,807000000000.0
1752,31.103,838000000000.0
1753,33.825,872000000000.0
1754,34.84,923000000000.0
1755,37.468,971000000000.0
1756,36.865,1020000000000.0
1757,33.953,
1758,44.208,
1759,50.44600000000001,
1760,3.408,26563999744.0
1761,2.497,26963568640.0
1762,3.385,28525496320.0
1763,2.8160000000000003,32244131840.0
1764,3.765,32902400000.0
1765,3.71,40384000000.0
1766,3.616,44422336512.0
1767,3.705,42761248768.0
1768,3.949,45965971456.0
1769,3.883,47997599744.0
1770,4.1739999999999995,51802857472.0
1771,4.08,57996521472.0
1772,5.36,63576629248.0
1773,5.1370000000000005,74895597568.0
1774,5.1320000000000014,71932698624.0
1775,6.664,76098510848.0
1776,7.187,79798288384.0
1777,7.859,
1778,8.63,
1779,9.311,
1780,52.957,20230811648.0
1781,44.864,21263550464.0
1782,47.73,27763617792.0
1783,51.253,29172068352.0
1784,51.412,30690248704.0
1785,50.653999999999996,32012251136.0
1786,53.246,34151460864.0
1787,53.188,35369816064.0
1788,54.909,37093941248.0
1789,54.409,39765409792.0
1790,53.523999999999994,43854127104.0
1791,57.049,47648043008.0
1792,59.63,49208922112.0
1793,59.9,51732254720.0
1794,54.861999999999995,55039840256.0
1795,55.332,56733011968.0
1796,64.027,59056115712.0
1797,59.769,
1798,59.32,
1799,49.82100000000001,
1800,16.165,123000000000.0
1801,17.601,125000000000.0
1802,18.054000000000002,133000000000.0
1803,18.554000000000002,141000000000.0
1804,17.511,153000000000.0
1805,18.26,170000000000.0
1806,19.882,193000000000.0
1807,19.805,214000000000.0
1808,19.418,235000000000.0
1809,19.877,237000000000.0
1810,20.516,270000000000.0
1811,22.046999999999997,294000000000.0
1812,21.869,311000000000.0
1813,23.247,322000000000.0
1814,23.728,331000000000.0
1815,25.206,342000000000.0
1816,25.776,355000000000.0
1817,30.6,
1818,33.086,
1819,34.207,
1820,19.347,339000000000.0
1821,17.475,342000000000.0
1822,17.205,348000000000.0
1823,17.612000000000005,358000000000.0
1824,18.789,370000000000.0
1825,18.224,384000000000.0
1826,20.359,406000000000.0
1827,18.752,438000000000.0
1828,20.529,467000000000.0
1829,20.079,488000000000.0
1830,17.744,537000000000.0
1831,19.75,586000000000.0
1832,20.656999999999996,609000000000.0
1833,19.803,662000000000.0
1834,19.719,694000000000.0
1835,20.874000000000002,735000000000.0
1836,21.898000000000003,785000000000.0
1837,23.092,
1838,22.66,
1839,21.425,
1840,2.332,511000000000.0
1841,2.783,513000000000.0
1842,2.767,530000000000.0
1843,2.25,528000000000.0
1844,3.207,547000000000.0
1845,3.847,568000000000.0
1846,4.291,594000000000.0
1847,5.428999999999999,656000000000.0
1848,6.607,681000000000.0
1849,8.679,732000000000.0
1850,10.889000000000001,791000000000.0
1851,13.137,843000000000.0
1852,16.879,889000000000.0
1853,17.066,912000000000.0
1854,19.842,939000000000.0
1855,22.684,975000000000.0
1856,22.807,1000000000000.0
1857,24.122,
1858,21.616999999999997,
1859,24.505,
1860,12.868,220000000000.0
1861,15.741,222000000000.0
1862,9.732999999999999,225000000000.0
1863,17.703,222000000000.0
1864,12.314,220000000000.0
1865,8.259,238000000000.0
1866,15.722999999999999,249000000000.0
1867,16.218,262000000000.0
1868,14.640999999999998,258000000000.0
1869,18.291,263000000000.0
1870,28.351999999999997,269000000000.0
1871,24.115,264000000000.0
1872,19.372,269000000000.0
1873,29.471999999999998,269000000000.0
1874,31.561,276000000000.0
1875,24.372,281000000000.0
1876,32.31,285000000000.0
1877,22.573,
1878,29.401999999999997,
1879,27.791999999999998,
1880,0.0,36707676160.0
1881,0.0,37521051648.0
1882,0.0,39263993856.0
1883,0.0,52706697216.0
1884,0.0,66352525312.0
1885,0.0,90173325312.0
1886,0.0,115000000000.0
1887,0.0,140000000000.0
1888,0.0,189000000000.0
1889,0.0,168000000000.0
1890,0.0,203000000000.0
1891,0.11599999999999999,277000000000.0
1892,0.11599999999999999,295000000000.0
1893,0.11900000000000001,293000000000.0
1894,0.122,282000000000.0
1895,0.122,292000000000.0
1896,0.12300000000000001,300000000000.0
1897,0.12300000000000001,
1898,0.12300000000000001,
1899,0.12300000000000001,
1900,14.777999999999999,167000000000.0
1901,14.923,187000000000.0
1902,16.049,196000000000.0
1903,13.262,204000000000.0
1904,16.517,223000000000.0
1905,20.213,230000000000.0
1906,18.36,264000000000.0
1907,16.004,300000000000.0
1908,17.225,345000000000.0
1909,15.552999999999999,347000000000.0
1910,20.3,360000000000.0
1911,16.313,376000000000.0
1912,14.925999999999998,406000000000.0
1913,20.148,412000000000.0
1914,27.125999999999998,428000000000.0
1915,26.2,445000000000.0
1916,26.969,409000000000.0
1917,24.281999999999996,
1918,26.195,
1919,24.737,
1920,0.0,423000000000.0
1921,0.0,405000000000.0
1922,0.0,450000000000.0
1923,0.0,482000000000.0
1924,0.0,578000000000.0
1925,0.0,702000000000.0
1926,0.0,794000000000.0
1927,0.0,858000000000.0
1928,0.0,1050000000000.0
1929,0.0,932000000000.0
1930,0.0,1090000000000.0
1931,0.0,1370000000000.0
1932,0.024,1450000000000.0
1933,0.039,1430000000000.0
1934,0.042,1420000000000.0
1935,0.129,1480000000000.0
1936,0.129,1500000000000.0
1937,0.16,
1938,0.16,
1939,0.16,
1940,0.053,19075350528.0
1941,0.062,19742279680.0
1942,0.262,19763380224.0
1943,0.39,20649799680.0
1944,0.335,21155538944.0
1945,0.319,22880980992.0
1946,0.28600000000000003,23402833920.0
1947,0.21899999999999997,24888442880.0
1948,0.27,25310406656.0
1949,0.29,27091400704.0
1950,0.327,28446160896.0
1951,0.33399999999999996,29229463552.0
1952,0.336,30404665344.0
1953,0.368,32729319424.0
1954,0.387,34952192000.0
1955,0.40700000000000003,37223227392.0
1956,0.425,39668592640.0
1957,0.532,
1958,0.525,
1959,0.54,
1960,0.0,70572097536.0
1961,0.0,67947266048.0
1962,0.0,71438802944.0
1963,0.0,75324211200.0
1964,0.0,77297115136.0
1965,0.0,87761117184.0
1966,10.855,93483180032.0
1967,9.937000000000001,95941296128.0
1968,9.468,106000000000.0
1969,10.436,107000000000.0
1970,11.772,107000000000.0
1971,8.58,111000000000.0
1972,9.2,117000000000.0
1973,10.125,118000000000.0
1974,10.925,118000000000.0
1975,10.017999999999999,119000000000.0
1976,10.76,122000000000.0
1977,9.201,
1978,10.802999999999999,
1979,11.048,
1980,0.49,160000000000.0
1981,0.946,148000000000.0
1982,0.946,165000000000.0
1983,0.99,153000000000.0
1984,0.958,184000000000.0
1985,0.9179999999999999,223000000000.0
1986,0.9540000000000001,270000000000.0
1987,0.9740000000000001,295000000000.0
1988,1.048,249000000000.0
1989,1.064,258000000000.0
1990,1.179,318000000000.0
1991,1.213,324000000000.0
1992,1.263,331000000000.0
1993,1.374,337000000000.0
1994,1.453,374000000000.0
1995,1.556,381000000000.0
1996,1.588,388000000000.0
1997,1.629,
1998,1.6680000000000001,
1999,1.673,
2000,3.904,42722009088.0
2001,3.8680000000000003,43362324480.0
2002,3.4139999999999997,45058019328.0
2003,3.08,45062782976.0
2004,4.215,47041609728.0
2005,3.575,48663568384.0
2006,3.701,49665998848.0
2007,3.38,51871690752.0
2008,4.3069999999999995,55143321600.0
2009,4.907,52803108864.0
2010,4.748,52372058112.0
2011,3.8789999999999996,53204185088.0
2012,4.329,53345099776.0
2013,5.1080000000000005,53505286144.0
2014,6.607,56434409472.0
2015,4.351,57726312448.0
2016,5.055,59161378816.0
2017,4.4430000000000005,
2018,5.23,
2019,5.1579999999999995,
2020,1.65,381000000000.0
2021,2.3680000000000003,394000000000.0
2022,2.6689999999999996,421000000000.0
2023,1.089,432000000000.0
2024,1.256,456000000000.0
2025,1.6369999999999998,492000000000.0
2026,3.19,529000000000.0
2027,1.183,560000000000.0
2028,1.521,572000000000.0
2029,1.72,557000000000.0
2030,2.476,577000000000.0
2031,2.44,609000000000.0
2032,1.614,616000000000.0
2033,1.527,628000000000.0
2034,3.3789999999999996,638000000000.0
2035,5.81,647000000000.0
2036,7.755,648000000000.0
2037,10.079,
2038,12.244000000000002,
2039,12.952,
2040,0.0,
2041,0.0,
2042,0.0,
2043,0.0,
2044,0.0,
2045,0.0,
2046,0.0,
2047,0.0,
2048,0.0,
2049,0.0,
2050,0.0,
2051,0.0,
2052,0.002,
2053,0.002,
2054,0.002,
2055,0.002,
2056,0.002,
2057,0.003,
2058,0.003,
2059,0.003,
2060,34.49,1090000000000.0
2061,49.295,1130000000000.0
2062,33.17,1190000000000.0
2063,55.762,1180000000000.0
2064,50.137,1230000000000.0
2065,42.27,1300000000000.0
2066,52.155,1420000000000.0
2067,58.29,1530000000000.0
