,fossil_prod_change_twh,solar_electricity
2071,-7.5310000000000015,9.399
2072,-2.186,11.968
2073,-8.115,13.095999999999998
2074,-1.565,13.672
2075,-4.4430000000000005,13.859000000000002
2076,-6.513,13.642999999999999
2077,5.14,14.397
2078,-2.356,12.744000000000002
2079,-10.479000000000001,15.147
2080,0.0,0.008
2081,0.0,0.008
2082,0.0,0.01
2083,0.0,0.011000000000000001
2084,0.0,0.012
2085,0.0,0.013999999999999999
2086,0.0,0.015
2087,0.0,0.016
2088,0.0,0.016
2089,0.0,0.017
2090,0.0,0.017
2091,0.0,0.017
2092,0.0,0.019
2093,0.0,0.02
2094,0.0,0.02
2095,0.0,0.021
2096,0.0,0.023
2097,0.0,0.141
2098,0.0,0.11699999999999999
2099,0.0,0.37
2109,9.728,0.001
2110,-7.516,0.001
2111,-97.84100000000001,0.004
2112,-107.303,0.006
2113,8.272,0.013000000000000001
2114,1.002,0.013000000000000001
2115,-6.03,0.013000000000000001
2116,-2.9539999999999997,0.018000000000000002
2117,-5.309,0.02
2118,3.103,0.02
2119,1.245,0.02
2132,-0.083,0.001
2133,-0.593,0.001
2134,0.0,0.009000000000000001
2135,1.3530000000000002,0.009000000000000001
2136,0.032,0.009000000000000001
2137,0.0,0.009000000000000001
2138,0.0,0.01
2139,0.0,0.01
2140,0.0,0.001
2141,0.0,0.002
2142,0.0,0.002
2143,0.0,0.002
2144,0.0,0.002
2145,0.0,0.002
2146,0.0,0.002
2147,0.0,0.003
2148,0.0,0.004
2149,0.0,0.006999999999999999
2150,0.0,0.009000000000000001
2151,0.0,0.011000000000000001
2152,0.0,0.019
2153,0.0,0.035
2154,0.0,0.047
2155,0.0,0.09699999999999999
2156,0.0,0.14300000000000002
2157,0.0,0.23
2158,0.0,0.40700000000000003
2159,0.0,0.40700000000000003
2160,0.0,0.011000000000000001
2161,0.0,0.012
2162,0.0,0.013999999999999999
2163,0.0,0.017
2164,0.0,0.017
2165,0.0,0.019
2166,0.0,0.023
2167,0.0,0.027000000000000003
2168,0.0,0.034
2169,0.0,0.05
2170,0.0,0.094
2171,0.0,0.168
2172,0.0,0.3
2173,0.0,0.5
2174,0.0,0.8420000000000001
2175,0.0,1.119
2176,0.0,1.3330000000000002
2177,0.0,1.683
2178,0.0,1.944
2179,0.0,2.1109999999999998
2206,11.317999999999998,0.001
2207,20.67,0.001
2208,36.476,0.003
2209,1.0299999999999998,0.009000000000000001
2210,48.79899999999999,0.02
2211,19.801999999999996,0.095
2212,48.96000000000001,0.493
2213,1.9659999999999997,1.08
2214,-1.6410000000000002,1.385
2215,-16.656,2.38
2216,9.306,3.38
2217,-22.151999999999997,4.543
2218,-22.053,4.537
2219,7.349,5.182
2231,0.0,0.001
2232,0.0,0.001
2233,0.0,0.001
2234,0.0,0.001
2235,0.0,0.002
2236,0.0,0.003
2237,0.0,0.003
2238,0.0,0.003
2239,0.0,0.003
2245,25.773,0.002
2246,56.339999999999996,0.003
2247,9.947999999999999,0.003
2248,-6.595000000000001,0.003
2249,10.612,0.004
2250,10.725000000000001,0.004
2251,-20.201999999999998,0.004
2252,-9.590000000000002,0.004
2253,1.291,0.004
2254,-7.431,0.004
2255,-23.785,0.005
2256,-52.464,0.005
2257,6.476000000000001,0.005
2258,15.317999999999998,0.005
2259,3.206999999999997,0.005
2270,-4.165,0.001
2271,-3.628,0.002
2272,2.701,0.005
2273,-3.3489999999999998,0.013999999999999999
2274,-2.835,0.034
2275,-3.8819999999999997,0.065
2276,-2.002,0.109
2277,-6.15,0.133
2278,0.887,0.174
2279,0.0,0.174
2294,10.557,0.017
2295,-41.458,0.191
2296,31.0,1.013
2297,-4.342,2.818
2298,16.99,7.505
2299,0.693,9.16
2330,-10.309000000000001,0.001
2331,49.719,0.03
2332,30.73,0.33
2333,-2.511999999999998,0.57
2334,-140.735,0.43
2335,-117.60000000000001,0.48
2336,14.283000000000001,0.491
2337,-49.57,0.74
2338,7.175000000000001,1.1079999999999999
2339,-4.688,0.998
2349,-198.658,0.01
2350,92.32100000000001,0.02
2351,187.476,0.034
2352,86.155,0.035
2353,78.643,0.1
2354,3.848,0.3
2355,204.945,0.295
2356,89.73799999999997,0.309
2357,-51.01199999999999,0.7340000000000001
2358,-4.489000000000002,1.3030000000000002
2359,52.92800000000001,4.17
2360,-71.46000000000001,0.001
2361,-132.67999999999998,0.002
2362,-45.301,0.003
2363,-135.048,0.003
2364,-216.906,0.004
2365,-242.926,0.008
2366,-195.53,0.011000000000000001
2367,-90.97699999999999,0.013999999999999999
2368,-75.71900000000001,0.017
2369,-160.43499999999997,0.02
2370,-89.35999999999999,0.04
2371,-244.53900000000002,0.244
2372,-165.997,1.354
2373,-97.92,2.01
2374,-11.788000000000004,4.053999999999999
2375,72.375,7.532999999999999
2376,3.817000000000011,10.408
2377,-15.876000000000001,11.475
2378,32.095,12.857000000000001
2379,-1.294,12.97
2380,-129.75599999999997,0.493
2381,323.23699999999997,0.5429999999999999
2382,-463.764,0.555
2383,-220.089,0.534
2384,-19.863000000000028,0.575
2385,-234.01599999999996,0.55
2386,239.01299999999998,0.508
2387,124.51600000000003,0.612
2388,309.65599999999995,0.8640000000000001
2389,-268.6170000000002,0.8909999999999999
2390,413.6720000000001,1.212
2391,622.876,1.818
2392,456.129,4.327
2393,498.164,9.036
2394,1451.4260000000004,28.924
2395,199.0949999999999,39.032
2396,-1328.5439999999999,54.86600000000001
2397,821.3119999999999,77.27600000000002
2398,1958.4550000000002,93.365
2399,1417.0789999999993,106.89399999999999
2414,0.0,0.004
2415,0.0,0.049
2416,0.0,0.151
2417,0.0,0.26899999999999996
2418,0.0,0.41600000000000004
2419,0.0,0.423
2433,-8.229,0.002
2434,3.8369999999999997,0.002
2435,-29.342,0.002
2436,-6.001,0.005
2437,4.699000000000001,0.006
2438,39.568999999999996,0.006999999999999999
2439,-10.365,0.006999999999999999
2450,-135.37,0.002
2451,-52.574,0.002
2452,-14.598000000000003,0.004
2453,-36.85,0.004
2454,16.8,0.005
2455,6.246000000000002,0.006999999999999999
2456,-158.01500000000001,0.006999999999999999
2457,-142.577,0.006999999999999999
2458,-442.556,0.006
2459,-387.5409999999999,0.006
2460,3123.3929999999996,1.069
2461,1703.248,1.341
2462,392.40799999999996,1.715
2463,4809.086,2.096
2464,5638.006,2.7710000000000004
2465,3096.675,3.844
2466,3140.4120000000003,5.171
2467,2236.364,7.005
2468,2817.266,11.432
2469,-2127.143,19.415
2470,5228.843,30.518
2471,4477.975,60.01
2472,2484.5099999999998,95.725
2473,1306.548,132.293
2474,1630.9919999999997,197.01
2475,1066.0770000000002,254.668
2476,-1744.5149999999999,329.564
2477,2562.8319999999994,443.315
2478,5276.385,572.908
2479,1841.9300000000003,704.0239999999999
2490,53.724,0.002
2491,-16.232,0.002
2492,-41.562,0.003
2493,37.737,0.004
2494,-30.656000000000002,0.009000000000000001
2495,-118.936,0.11
2496,-35.126000000000005,0.147
2497,16.612,0.183
2498,6.074,0.45799999999999996
2499,8.366,0.5
2505,0.0,0.001
2506,0.0,0.002
2507,0.0,0.002
2508,0.0,0.002
2509,0.0,0.002
2510,0.0,0.002
2511,0.0,0.002
2532,-7.2620000000000005,0.002
2533,11.402999999999999,0.003
2534,20.01,0.005
2535,-10.847000000000001,0.008
2536,-12.257,0.009000000000000001
2537,1.6969999999999998,0.011000000000000001
2538,4.952,0.013999999999999999
2539,-9.422,0.013999999999999999
