,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita,rd,co2,fossil_production,fossil,energy
733,Estonia,2013,,,,,,,3.487,2.593,5.01,504.17,,0.0,0.0,0.0,0.0,992.0,0.098,7.385,63.324,3.35,48.718999999999994,9.856,36936.388999999996,,,13.275,0.665,0.013000000000000001,12.055,0.08900000000000001,0.026000000000000002,0.0,11.953,0.665,0.0,1.22,0.0,0.529,2.417,58329.07,4.662,95.811,3.284,73.71300000000002,55885.624,9139.5,90.81299999999999,0.67,3.096,8.225,0.19,6.327999999999999,67.475,4797.4090000000015,,,0.192,-38.468,0.087,-0.042,0.067,19.357,50.467,9.187000000000001,1.22,924.618,-17.686,4.0710000000000015,-0.6729999999999999,3.1319999999999997,2374.679,0.0,,0.0,0.0,0.0,0.0,0.0,90.044,-1.3559999999999999,24.261999999999997,-0.257,18.666,9062.168,14151.825,,,504.17,5.01,-33.768,2.22,-0.871,1.7080000000000002,1294.6789999999999,10064.118,1319000.0,76.936,924.618,9.187000000000001,-17.686,4.0710000000000015,-0.6729999999999999,3.1319999999999997,2374.679,0.0,363.855,0.005,0.003,0.004,0.0,2.717,31826479104.0,3.985,21.155,1.76,0.23600000000000002,1.354,401.091,1026.815,2.084,19.738,0.0,0.0,0.38952745849297576
734,Estonia,2014,,,,,,,-2.456,-1.889,6.09,575.988,,0.0,0.0,0.0,0.0,993.0,0.048,0.883,65.492,0.43,49.148999999999994,4.559,37347.566,,,12.446,0.758,0.006,11.057,0.069,0.027000000000000003,0.0,10.982000000000001,0.758,0.0,1.389,0.0,0.604,2.2969999999999997,57026.325,-3.1310000000000002,95.148,-2.3080000000000003,71.405,54259.36900000001,8401.976,88.84200000000001,0.5539999999999999,-21.822,6.5920000000000005,-1.381,4.947,52.431999999999995,3759.079,,,0.217,2.077,0.091,0.001,0.068,20.543000000000006,51.633,11.158,1.389,1055.254,11.620999999999999,4.659,0.364,3.4960000000000004,2656.687,0.0,,0.0,0.0,0.0,0.0,0.0,88.23899999999998,-7.271,23.064,-1.357,17.309,8344.985,13152.723999999998,,,575.988,6.09,10.28,2.509,0.17600000000000002,1.883,1431.03,9457.229,1316000.0,75.047,1055.254,11.158,11.620999999999999,4.659,0.364,3.4960000000000004,2656.687,0.0,120.103,0.011000000000000001,0.004,0.008,0.0,5.995,32669839360.0,4.851,13.494000000000002,2.048,0.183,1.537,458.723,1168.03,2.178,18.885,0.0,0.0,0.39731121281464526
735,Estonia,2015,,,,,,,-6.617000000000001,-4.966,7.296,577.947,,0.0,0.0,0.0,0.0,944.0,0.0,-9.555,63.431000000000004,-4.6960000000000015,44.453,0.0,33804.661,,,10.417,0.76,0.0,8.915,0.062,0.027000000000000003,0.0,8.853,0.76,0.0,1.5019999999999998,0.0,0.715,2.115,53293.295999999995,-7.367000000000001,94.384,-5.26,66.145,50300.52,6779.468000000003,85.585,0.595,-11.100999999999999,6.275,-0.5489999999999999,4.398,47.148,3344.32,,,0.255,0.522,0.09699999999999999,0.0,0.068,20.227999999999998,51.942,14.415,1.5019999999999998,1141.901,10.49,5.5120000000000005,0.3670000000000001,3.863,2937.604000000001,0.0,,0.0,0.0,0.0,0.0,0.0,84.98899999999998,-0.085,24.678,-0.015,17.294,6732.319,13151.538999999999,,,577.947,7.296,4.644,2.812,0.087,1.9709999999999999,1498.621,7921.369000000002,1315000.0,70.081,1141.901,14.415,10.49,5.5120000000000005,0.3670000000000001,3.863,2937.604000000001,0.0,89.19,0.021,0.006999999999999999,0.015,0.0,11.35,33140150272.0,6.864,17.689,2.5810000000000004,0.272,1.8090000000000002,543.726,1375.691,1.902,15.859000000000002,0.0,0.0,0.38881698162050216
736,Estonia,2016,,,,,,,0.61,0.428,7.263,671.982,,0.0,0.0,0.0,0.0,924.0,0.0,1.03,63.69600000000001,0.45799999999999996,44.911,0.0,34100.9,,,12.186,0.885,0.0,10.662,0.07400000000000001,0.035,0.0,10.588,0.885,0.0,1.524,0.01,0.594,2.093,53537.07900000001,0.72,94.48700000000001,0.47600000000000003,66.62100000000001,50585.515,8095.672,87.49600000000002,0.607,9.91,6.855,0.436,4.834,56.188,3670.171,,,0.287,28.863000000000003,0.125,0.02,0.08800000000000001,26.576,66.832,12.504000000000001,1.524,1156.93,-0.7809999999999999,5.436,-0.03,3.833,2910.25,0.0,,0.0,0.0,0.0,0.0,0.0,86.889,-2.415,23.936,-0.418,16.877,8039.484,12814.444,,,671.982,7.263,12.935,3.156,0.255,2.226,1689.896,9252.601999999999,1317000.0,70.508,1156.93,12.504000000000001,-0.7809999999999999,5.436,-0.03,3.833,2910.25,0.079,70.17399999999999,0.036000000000000004,0.01,0.025,7.348,19.285999999999998,33684649984.0,4.875,-17.426,2.119,-0.315,1.494,451.025,1134.235,2.5810000000000004,17.567,0.0,0.0,0.39759979128619877
737,Estonia,2017,,,,,,,10.422,7.348,8.033,786.7330000000003,,0.0,0.0,0.0,0.0,928.0,0.136,10.264000000000001,63.604,4.609,49.52,13.343,37543.883,,,12.917,1.038,0.018000000000000002,11.116,0.063,0.026000000000000002,0.0,11.036,1.038,0.0,1.801,0.013999999999999999,0.723,,59027.098,7.647,92.11200000000001,5.093999999999999,71.71600000000002,54371.177,8427.823,86.056,0.488,-5.0,5.898,-0.242,4.592,47.76300000000001,3481.386,,,0.201,-26.151,0.083,-0.023,0.065,19.712,49.28,13.944,1.801,1365.575,59.516999999999996,7.853,2.281,6.114,4635.291,0.0,,0.0,0.0,0.0,0.0,0.0,85.432,4.306,22.61,0.727,17.602999999999994,8366.716,13345.908000000001,,,786.7330000000003,8.033,89.152,5.407,1.984,4.21,3191.6209999999996,9793.398000000001,1319000.0,77.857,1365.575,13.944,59.516999999999996,7.853,2.281,6.114,4635.291,0.11199999999999999,24.802,0.040999999999999995,0.006,0.032,10.987,24.033,,5.597,21.000999999999998,2.322,0.314,1.808,548.143,1370.3570000000002,0.916,18.788,0.0,0.0,0.2945698397121361
738,Estonia,2018,,,,,,,5.899,4.593,10.575,987.9060000000001,,0.0,0.0,0.0,0.0,900.0,0.0,11.849,67.178,5.867999999999999,55.38800000000001,0.0,41865.528,,,12.36,1.307,0.0,10.370999999999999,0.057999999999999996,0.015,0.0,10.312999999999999,1.307,0.0,1.989,0.031,0.636,,62320.223,8.05,93.98299999999999,5.773,77.48899999999998,58570.539000000004,7839.001999999998,83.90899999999998,0.469,2.439,5.705,0.11199999999999999,4.704,43.84,3555.515,,,0.121,-42.645,0.045,-0.027999999999999997,0.037000000000000005,11.338,28.179000000000002,16.090999999999998,1.989,1503.2520000000006,-22.174,5.771,-1.3559999999999999,4.758,3596.5409999999997,0.0,,0.0,0.0,0.0,0.0,0.0,83.44,-1.173,21.1,-0.20600000000000002,17.397000000000002,7795.1630000000005,13149.495,,,987.9060000000001,10.575,-26.674,3.7439999999999998,-1.123,3.0869999999999997,2333.216,9342.254,1323000.0,82.45,1503.2520000000006,16.090999999999998,-22.174,5.771,-1.3559999999999999,4.758,3596.5409999999997,0.249,68.444,0.065,0.022000000000000002,0.053,23.281999999999996,40.359,,5.146,-12.548,1.9169999999999998,-0.22699999999999998,1.581,480.726,1194.787,0.146,17.945,0.0,0.0,0.4180327868852459
739,Estonia,2019,,,,,,,-19.586,-16.149,16.331,991.125,,0.0,0.0,0.0,0.0,783.0,0.0,-29.314,59.052,-16.236,39.152,0.0,29526.289,,,8.047,1.314,0.0,5.971,0.044000000000000004,0.01,0.0,5.9270000000000005,1.314,0.0,2.077,0.034,0.7190000000000001,,50000.799000000006,-20.941999999999997,92.399,-16.227999999999998,61.261,46199.99,4502.831,74.195,0.546,-8.532,6.49,-0.401,4.303,33.117,3244.81,,,0.11900000000000001,6.14,0.06,0.002,0.04,7.237999999999999,29.842,25.805,2.077,1566.0829999999999,1.661,7.296,0.079,4.837,3648.012,0.0,,0.0,0.0,0.0,0.0,0.0,73.649,2.356,26.857,0.41,17.807000000000006,4469.714,13428.891000000001,,,991.125,16.331,-4.709,4.437,-0.145,2.9410000000000003,2218.315,6068.9140000000025,1326000.0,66.301,1566.0829999999999,25.805,1.661,7.296,0.079,4.837,3648.012,0.418,234.18599999999998,0.26899999999999996,0.125,0.17800000000000002,25.35,134.569,,8.937000000000003,6.141,2.531,0.09699999999999999,1.6780000000000002,542.369,1265.286,0.138,12.38,0.0,0.0,0.42939838743022535
760,Finland,2000,,,,,,,0.698,2.468,12.38,1665.194,,0.0,0.0,0.0,0.0,164.0,12.162,-5.26,16.375,-3.238,58.327,1635.891,11242.726999999999,,,69.785,8.639,8.487,23.927,10.131,14.66,22.479,5.309,8.639,0.0,23.379,0.002,0.078,2.083,68656.965,-0.9390000000000001,64.145,-2.166,228.481,44040.287000000004,4612.047000000001,34.287,14.517000000000001,2.151,11.064,0.83,39.41,1952.776,7596.382,,,21.006999999999998,15.192,11.385,5.348,40.552,2825.752,7816.541999999998,65.71300000000001,45.858000000000004,8839.168,3.765,35.855,4.6339999999999995,127.711,24616.678,32.211999999999996,-2.199,17.711,-1.4180000000000001,63.085,4332.884,12159.761999999999,7.608,0.18600000000000005,36.705999999999996,0.243,130.744,1023.3810000000001,25201.177000000003,,,1665.194,12.38,2.697,6.6979999999999995,0.626,23.857,4598.504,13451.215,5188000.0,356.19199999999995,4506.2840000000015,33.501,10.332,18.144000000000002,6.0520000000000005,64.626,12456.916000000001,0.002,14.286,0.001,0.001,0.004,0.304,0.857,171000000000.0,0.11199999999999999,56.327,0.06,0.077,0.213,15.035,41.01300000000001,0.48,57.038,0.0,0.0,0.3617584254015412
761,Finland,2001,,,,,,,2.234,7.956,11.132,1590.741,,0.0,0.0,0.0,0.0,210.0,14.284,20.851,19.357,12.162,70.48899999999998,2041.154,13555.62,,,74.307,8.272,10.614,29.986,11.69,13.205,22.773000000000003,7.682,8.272,0.0,21.549,0.002,0.07,2.105,70028.558,5.704,66.32300000000001,13.033,241.514,46445.07700000001,5766.504,40.354,15.732000000000001,8.5,11.742,3.35,42.76,2248.077,8223.084,,,17.771,-10.512,9.966000000000001,-4.263,36.289,2539.423,6978.75,59.646,44.321999999999996,8523.378,-3.9760000000000004,33.677,-5.077,122.634,23583.481,30.647,0.635,17.434,0.401,63.485,4379.423,12208.732,10.338,-1.896,35.223,-2.479,128.265,1477.273,24666.374,,,1590.741,11.132,-5.007,6.223,-1.195,22.662,4358.1590000000015,14289.882,5200000.0,364.149,4143.955,28.999000000000002,-8.476,16.243,-5.478,59.148999999999994,11374.749,0.002,5.56,0.001,0.0,0.005,0.33,0.902,173000000000.0,0.094,-9.728,0.053,-0.021,0.192,13.462,36.938,0.434,62.536,0.0,0.0,0.3643172327511877
762,Finland,2002,,,,,,,0.9990000000000001,3.638,12.03,1724.307,,0.002,0.008,0.008,1.508,231.0,17.005,8.657,20.825,6.102,76.59100000000002,2437.368,14692.341,,,74.72,8.988999999999997,12.706,32.594,11.625,10.776,22.295,8.263,8.988999999999997,0.0,19.831,0.002,0.064,2.102,70551.75099999999,4.315,68.501,10.421,251.935,48328.31,6252.541,43.622,15.558,-0.7020000000000001,11.545,-0.3,42.46,2230.002,8145.029,,,14.422,-18.924,8.0,-6.867000000000001,29.421999999999997,2067.14,5643.986,56.378,42.12600000000001,8080.89,-5.5310000000000015,31.499000000000002,-6.7829999999999995,115.851,22223.44100000001,29.838,-2.7319999999999998,16.79,-1.735,61.75100000000001,4276.808,11845.53,11.059000000000001,3.6010000000000004,36.131,4.619,132.884,1585.171,25490.94100000001,,,1724.307,12.03,8.074,6.659,1.83,24.491999999999997,4698.282,14333.431,5213000.0,367.786,3804.0820000000003,26.54,-8.536,14.71,-5.0489999999999995,54.1,10377.912,0.002,11.043,0.001,0.001,0.005,0.358,0.9990000000000001,175000000000.0,0.086,-10.067,0.047,-0.019,0.17300000000000001,12.277000000000001,33.137,0.475,65.06,0.0,0.0,0.3665619223659889
763,Finland,2003,,,,,,,7.256,26.686,11.155,1794.392,500.0,0.012,0.039,0.047,9.024,289.0,22.892,24.809,24.233,19.000999999999998,95.59299999999999,3682.4179999999997,18288.23,,,84.08,9.379,19.248,42.284,13.847999999999999,9.591000000000001,22.730999999999998,9.187999999999999,9.379,0.0,19.065,0.002,0.09300000000000001,2.267,75468.204,11.232000000000001,71.04,28.296999999999997,280.233,53612.511,8089.529,50.29,16.47,10.692,11.915,4.54,47.0,2649.321,8991.780999999999,,,11.407,-11.565999999999999,6.596,-3.403,26.019000000000002,1834.896,4977.812,49.71,41.79600000000001,7996.246999999998,-1.391,28.96,-1.611,114.24,21855.694,27.035,1.38,15.87,0.852,62.603,4348.766,11976.787,10.927999999999999,3.5789999999999997,34.891999999999996,4.756,137.64,1757.79,26332.5,,,1794.392,11.155,3.359,6.4170000000000025,0.823,25.315,4843.077,16085.776000000002,5227000.0,394.472,3647.4809999999998,22.675,-4.553,13.09,-2.463,51.637,9878.907,0.002,9.818,0.001,0.001,0.006,0.401,1.095,174000000000.0,0.111,44.938,0.063,0.078,0.25,17.792,47.898999999999994,0.389,72.658,0.0,0.0,0.3692119991478979
764,Finland,2004,,,,,,,-0.924,-3.6439999999999997,12.197000000000001,1991.5220000000002,16.667,0.013999999999999999,0.008,0.055,10.498,241.0,19.275,-10.161,21.974,-9.713,85.88,3147.0809999999997,16382.966999999999,,,85.588,10.44,16.497,37.24,12.747,15.07,22.715999999999998,7.996,10.44,0.0,25.631999999999998,0.002,0.12,2.136,74557.08,-7.376,66.413,-20.67,259.563,49515.945999999996,7104.253000000002,43.511,14.892999999999999,-3.66,11.585999999999999,-1.72,45.28,2431.705,8637.931,,,17.607,56.216,10.4,14.627,40.646,2874.783,7753.885999999998,56.489,48.348,9223.174,14.904000000000002,33.586999999999996,17.026,131.266,25041.134,26.541,-0.71,15.904000000000002,-0.444,62.158,4333.460999999998,11857.751,9.343,-6.711,32.854,-9.237,128.403,1525.4660000000001,24495.047000000002,,,1991.5220000000002,12.197000000000001,10.901,7.183,2.759,28.074,5355.6359999999995,16327.427,5242000.0,390.82800000000003,4889.713,29.948,33.833,17.682000000000006,17.47,69.107,13183.383,0.003,13.557,0.002,0.001,0.006,0.45,1.239,183000000000.0,0.141,30.06900000000001,0.083,0.075,0.326,22.958000000000002,62.123999999999995,0.504,68.961,0.0,0.0,0.37090309230613394
765,Finland,2005,,,,,,,-9.112,-35.611,13.524000000000001,1808.75,-100.0,0.0,-0.055,0.0,0.0,148.0,9.237,-35.76,15.530999999999999,-30.711,55.169,1235.406,10490.385,,,70.336,9.512,6.497000000000001,23.596,11.231,13.784,23.271,5.867999999999999,9.512,0.0,23.469,0.003,0.17,1.889,67544.687,-11.592,64.601,-30.089000000000002,229.47400000000002,43634.534000000014,4486.7440000000015,33.547,15.968,-8.503,11.663,-3.85,41.43,2135.577,7877.93,,,19.597,-10.238,10.270999999999999,-4.1610000000000005,36.484,2621.031,6937.535,66.453,46.74,8887.581,-4.207,35.399,-5.522,125.743,23910.154,33.086,1.838,17.82,1.1420000000000001,63.301,4424.986,12036.642,8.343,3.483,37.407,4.4719999999999995,132.875,1115.761,25266.218999999997,,,1808.75,13.524000000000001,-9.174,7.178,-2.576,25.499000000000002,4848.565,13374.325,5259000.0,355.218,4462.595,33.367,-9.644,17.579,-6.664,62.44300000000001,11873.511999999999,0.004,7.648,0.002,0.0,0.006999999999999999,0.5,1.33,188000000000.0,0.242,39.015,0.127,0.127,0.45299999999999996,32.315,86.08200000000002,0.478,57.047,0.0,0.0,0.3758467722562977
766,Finland,2006,,,,,,,7.075,25.131999999999998,13.179,2049.259,,0.002,0.008,0.008,1.49,248.0,19.895,56.163999999999994,22.651,30.985,86.154,3093.614,16326.313999999995,,,82.054,10.814,16.325,36.681999999999995,12.323,11.494000000000002,22.906,8.033999999999999,10.814,0.0,22.467,0.003,0.156,1.9509999999999998,72076.93400000001,12.744000000000002,68.021,29.244,258.718,49027.48,6951.238,44.70399999999999,15.017999999999999,6.879,11.642000000000001,2.85,44.28,2335.228,8391.138,,,14.007,-16.281,8.031,-5.94,30.545,2178.073,5788.255,55.29600000000001,45.37300000000001,8598.19,-3.27,31.979,-4.112,121.632,23049.455,27.916,-2.197,16.277,-1.39,61.91,4340.724,11732.085,9.791,-3.455,33.728,-4.591,128.284,1522.395,24310.028,,,2049.259,13.179,12.759,7.559,3.253,28.752,5448.555,15549.428,5277000.0,380.35,4257.4670000000015,27.38,-4.3580000000000005,15.702,-2.721,59.722,11317.37,0.004,29.947,0.002,0.002,0.009000000000000001,0.64,1.722,195000000000.0,0.19,-9.84,0.107,-0.045,0.408,29.494,77.347,0.584,68.389,0.0,0.0,0.37619302769498675
767,Finland,2007,,,,,,,-0.258,-0.98,12.300999999999998,1878.9879999999998,99.85600000000001,0.004,0.008,0.016,2.967,221.0,17.160999999999998,-5.572,21.444000000000006,-4.801,81.35300000000002,2621.367,15355.44,,,80.926,9.955,13.888,33.179,10.557,14.177,23.423000000000002,8.734,9.955,0.0,24.324,0.004,0.188,1.807,71606.265,-2.589,66.431,-6.6979999999999995,252.02,47568.883,6262.56,40.998999999999995,13.045,-7.4979999999999976,10.797,-3.32,40.96,1992.639,7731.226,,,17.519000000000002,22.895,9.895,6.992999999999999,37.538000000000004,2675.954,7085.304,59.00100000000001,47.747,9012.326,4.7010000000000005,33.569,5.718,127.35,24037.382,28.94400000000001,1.6219999999999999,16.584,1.004,62.915,4421.102,11875.159,10.793,1.109,34.19,1.423,129.707,1648.555,24482.217,,,1878.9879999999998,12.300999999999998,-8.28,6.9510000000000005,-2.381,26.371,4977.59,15274.886,5298000.0,379.37,4591.223,30.057,7.893,16.985,4.7139999999999995,64.435,12162.223999999998,0.005,11.065999999999999,0.003,0.001,0.01,0.7190000000000001,1.905,210000000000.0,0.233,22.608,0.132,0.092,0.5,35.562,94.458,0.764,66.765,0.0,0.0,0.3774967021028944
768,Finland,2008,,,,,,,-3.533,-13.405,13.513,1956.1270000000002,5620.3359999999975,0.24600000000000002,0.883,0.899,169.048,163.0,11.042,-23.735,16.953,-19.309,62.044,1598.421,11664.535,,,76.995,10.405,8.502,26.256,11.033,17.112000000000002,22.958000000000002,6.721,10.405,0.0,27.781,0.004,0.261,1.71,68803.365,-8.507,63.006,-21.439,230.581,43350.362,4936.286,34.101,14.329,2.247,11.444,0.9209999999999999,41.881,2074.262,7873.771,,,22.225,20.113,12.32,7.55,45.088,3217.171,8476.742,65.899,50.739,9539.243,6.309,36.994,8.033999999999999,135.385,25453.002999999997,29.816999999999997,-2.615,16.742,-1.645,61.269,4316.225,11518.938999999995,8.729,-2.352,34.609,-3.05,126.656,1263.603,23812.056,,,1956.1270000000002,13.513,4.016,7.495,1.0590000000000002,27.43,5157.055,14475.528999999999,5319000.0,365.965,5223.018,36.082,15.023,20.252,9.68,74.115,13934.063999999995,0.005,1.994,0.003,0.0,0.01,0.741,1.936,214000000000.0,0.33799999999999997,37.411,0.188,0.187,0.688,48.979,129.283,0.8690000000000001,58.617,0.0,0.0,0.3748364028874047
769,Finland,2009,,,,,,,-7.2,-26.351,12.169,1634.965,66.3,0.44,0.596,1.495,279.915,181.0,15.502,0.7190000000000001,18.4,0.446,62.49,2082.741,11697.823,,,71.77199999999998,8.734,11.126,26.545,9.818999999999999,12.686,23.526,5.6,8.734,0.0,21.701,0.004,0.27699999999999997,1.681,63574.28400000001,-5.147,64.4,-11.868,218.71200000000002,40942.03,4969.121,36.985,13.681,-10.745999999999999,11.007,-4.501,37.38,1838.076,6997.385,,,17.675,-26.104,9.811,-11.77,33.318000000000005,2374.772,6236.976,63.015,45.227,8466.296,-10.698,35.6,-14.482999999999999,120.902,22632.254,32.779,1.867,18.378,1.1440000000000001,62.413000000000004,4403.969,11683.436000000005,7.803,-6.169,34.993,-7.814,118.84299999999999,1048.305,22246.822,,,1634.965,12.169,-16.375999999999998,6.754,-4.492,22.938000000000002,4293.976,13435.417,5342000.0,339.6140000000001,4062.327,30.236,-21.084,17.222,-15.627,58.489,10948.818000000001,0.006,9.576,0.003,0.001,0.011000000000000001,0.8079999999999999,2.112,202000000000.0,0.385,5.525,0.214,0.038,0.726,51.783,135.838,1.284,55.937,0.0,0.0,0.37102703072372584
770,Finland,2010,,,,,,,8.753,29.725,13.655999999999999,2045.139,-0.405,0.40299999999999997,-0.006,1.489,277.535,218.0,18.094,26.301,21.369,16.435,78.925,2709.84,14708.361,,,80.363,10.974,14.540999999999999,33.367,11.262,12.922,22.8,7.564,10.974,0.0,24.195,0.005,0.294,1.81,68829.453,11.929,66.281,26.090999999999998,244.803,45621.117999999995,6218.318,41.521,14.014000000000001,10.487,11.182,3.92,41.3,2098.77,7696.6140000000005,,,16.08,0.73,9.087,0.243,33.561,2408.124,6254.427,58.479,46.995,8757.969000000001,3.0060000000000002,33.719,3.634,124.536,23208.335,28.371,-3.7439999999999998,16.266,-2.3369999999999997,60.076,4248.975,11195.753,9.413,4.8260000000000005,33.73,5.735,124.57799999999999,1409.7089999999994,23216.142999999996,,,2045.139,13.655999999999999,24.81,7.7520000000000024,5.691,28.629,5335.335,14976.288,5366000.0,369.339,4508.9940000000015,30.108,10.209,17.453,5.971,64.46,12012.582,0.006,8.632,0.003,0.001,0.012,0.883,2.2840000000000003,204000000000.0,0.366,5.746,0.20800000000000002,0.042,0.767,54.848,143.002,1.43,64.10300000000001,0.0,0.0,0.3753490536766988
771,Finland,2011,,,,,,,-6.914,-25.535999999999998,15.362,2086.24,48.108999999999995,0.642,0.716,2.206,409.225,179.0,13.355,-18.761,18.649,-14.808,64.118,1813.729,11895.65,,,73.19800000000002,11.245,9.776,25.835,9.447000000000001,12.445,23.186999999999998,6.612,11.245,0.0,24.177,0.005,0.48100000000000004,1.661,63785.36900000001,-10.753,63.548,-26.324,218.479,40534.114,4793.104,35.29400000000001,12.905999999999999,-12.542,10.505999999999998,-5.18,36.12,1752.69,6701.304,,,17.002,-4.234,9.347999999999999,-1.421,32.14,2308.913,5962.93,64.706,47.364,8787.303,0.633,36.452,0.7879999999999999,125.324,23251.255,31.677,1.1,17.666,0.6609999999999999,60.736999999999995,4301.855,11268.483999999999,9.033,-5.086,34.391999999999996,-6.3370000000000015,118.241,1226.685,21937.16,,,2086.24,15.362,1.224,8.429,0.35100000000000003,28.98,5376.614000000001,13580.407,5390000.0,343.80300000000005,4485.448,33.029,0.198,18.785999999999998,0.128,64.587,11982.77,0.006999999999999999,12.078,0.004,0.001,0.013999999999999999,0.983,2.548,207000000000.0,0.6579999999999999,62.577,0.363,0.48,1.248,89.31200000000004,231.453,1.286,56.667,0.0,0.0,0.37433229597287376
772,Finland,2012,,,,,,,-3.1910000000000003,-10.97,15.98,2068.326,-0.5479999999999999,0.659,-0.012,2.194,405.10400000000004,125.0,10.127,-18.116,15.774000000000001,-11.616,52.501999999999995,1310.8029999999999,9695.606,,,70.08800000000001,11.2,7.098,18.542,6.732,16.859,22.987,4.712,11.2,0.0,28.559,0.006,0.494,1.585,61464.95,-9.568,59.361000000000004,-20.905,197.574,36486.426,3424.114,26.455,9.605,-11.559000000000001,9.597999999999999,-4.175,31.945,1243.213,5899.358,,,24.054000000000002,34.92,13.029000000000002,11.222999999999999,43.364,3113.412000000001,8008.045,73.545,51.54600000000001,9519.148000000001,7.9270000000000005,40.639,9.934,135.259,24978.523999999998,32.797,-1.511,17.973,-0.9179999999999999,59.818999999999996,4245.06,11046.988000000001,6.722,-4.325,33.989000000000004,-5.114,113.12700000000001,870.0980000000003,20891.461,,,2068.326,15.98,-1.331,8.591000000000001,-0.386,28.594,5280.5509999999995,12943.261999999999,5415000.0,332.833,5274.088000000002,40.74800000000001,16.802,22.666,10.852,75.439,13931.536,0.008,6.895,0.004,0.001,0.015,1.062,2.7110000000000003,210000000000.0,0.705,2.057,0.38299999999999995,0.026000000000000002,1.273,91.288,235.12400000000002,1.157,51.229,0.0,0.0,0.37857076578427606
773,Finland,2013,,,,,,,0.64,2.13,16.925,2208.2960000000007,9.919,0.72,0.218,2.411,443.32,161.0,15.06,10.552,17.328,5.54,58.041000000000004,1965.067,10671.343,,,70.967,12.011,10.687999999999999,21.732,6.787999999999999,12.839,23.605999999999998,4.256,12.011,0.0,25.63,0.006,0.774,1.626,61585.337999999996,4.316,61.528999999999996,8.527000000000001,206.101,37893.148,3995.546,30.622,9.565,-7.0070000000000014,8.869,-2.238,29.706999999999997,1248.024,5461.7930000000015,,,18.090999999999998,-24.425,9.783999999999999,-10.591,32.772,2360.471,6025.399,69.378,49.236000000000004,9052.338,-4.729,38.471,-6.397,128.862,23692.19,33.263000000000005,2.149,18.242,1.285,61.105,4340.1359999999995,11234.586000000001,5.997000000000001,4.619,35.333,5.225,118.353,782.456,21760.012000000002,,,2208.2960000000007,16.925,6.931,9.128,1.982,30.576,5621.629,13047.883999999998,5439000.0,334.963,4712.202,36.115,-10.184,20.227999999999998,-7.682,67.757,12457.603000000001,0.009000000000000001,13.347999999999999,0.005,0.002,0.017,1.186,3.06,206000000000.0,1.09,55.581,0.591,0.708,1.9809999999999999,142.249,364.19599999999997,1.144,51.728,0.0,0.0,0.37826350045013796
