,fossil_prod_change_twh,solar_electricity,wind_electricity
1979,2.615,0.013999999999999999,0.848
2013,0.0,0.215,0.004
2014,0.0,0.257,0.004
2015,0.0,0.27399999999999997,0.006
2016,0.0,0.267,0.006
2017,0.0,0.284,0.006
2018,0.0,0.255,0.006
2019,0.0,0.255,0.006
2022,-22.255,0.021,0.032
2023,121.32700000000001,0.021,0.032
2024,26.771,0.021,0.032
2025,14.995,0.021,0.032
2026,-1.4980000000000002,0.021,0.032
2027,1.252,0.021,0.032
2028,30.433000000000003,0.021,0.032
2029,-14.387,0.021,0.032
2030,50.733999999999995,0.021,0.03
2031,-10.582,0.021,0.04
2032,39.211999999999996,0.03,0.04
2033,-15.155999999999999,0.05,0.01
2034,31.717,1.008,1.1
2035,-64.34100000000001,2.136,2.5
2036,13.667,3.0069999999999997,3.7
2037,-11.374,3.9360000000000004,4.9239999999999995
2038,6.136,4.2410000000000005,6.4670000000000005
2039,6.9060000000000015,4.809,6.624
2060,-2.8489999999999998,0.013999999999999999,4.727
2061,-5.559,0.017,6.7589999999999995
2062,-2.082,0.018000000000000002,9.342
2063,-6.28,0.02,12.075
2064,-2.582,0.024,15.7
2065,-3.443,0.048,21.176
2066,-4.454,0.125,23.296999999999997
2067,-4.396,0.515,27.568
2068,-17.34,2.5780000000000003,32.946
2069,-6.557,6.064,38.117
2070,-5.983,7.186,44.271
2071,-7.5310000000000015,9.399,42.918
2072,-2.186,11.968,49.472
2073,-8.115,13.095999999999998,55.646
2074,-1.565,13.672,52.01300000000001
2075,-4.4430000000000005,13.859000000000002,49.325
2076,-6.513,13.642999999999999,48.905
2077,5.14,14.397,49.126999999999995
2078,-2.356,12.744000000000002,50.896
2079,-10.479000000000001,15.147,54.369
2080,0.0,0.008,0.003
2081,0.0,0.008,0.003
2082,0.0,0.01,0.004
2083,0.0,0.011000000000000001,0.003
2084,0.0,0.012,0.003
2085,0.0,0.013999999999999999,0.002
2086,0.0,0.015,0.002
2087,0.0,0.016,0.002
2088,0.0,0.016,0.003
2089,0.0,0.017,0.003
2090,0.0,0.017,0.053
2091,0.0,0.017,0.092
2092,0.0,0.019,0.147
2093,0.0,0.02,0.235
2094,0.0,0.02,0.27
2095,0.0,0.021,0.34299999999999997
2096,0.0,0.023,0.345
2097,0.0,0.141,0.365
2098,0.0,0.11699999999999999,0.325
2099,0.0,0.37,0.3670000000000001
2140,0.0,0.001,0.457
2141,0.0,0.002,0.48200000000000004
2142,0.0,0.002,0.608
2143,0.0,0.002,0.679
2144,0.0,0.002,0.86
2145,0.0,0.002,0.935
2146,0.0,0.002,0.9840000000000001
2147,0.0,0.003,1.426
2148,0.0,0.004,1.9980000000000002
2149,0.0,0.006999999999999999,2.491
2150,0.0,0.009000000000000001,3.487
2151,0.0,0.011000000000000001,6.107
2152,0.0,0.019,7.164
2153,0.0,0.035,9.842
2154,0.0,0.047,11.235
2155,0.0,0.09699999999999999,16.322
2156,0.0,0.14300000000000002,15.479000000000001
2157,0.0,0.23,17.609
2158,0.0,0.40700000000000003,16.623
2159,0.0,0.40700000000000003,19.92
2160,0.0,0.011000000000000001,0.003
2161,0.0,0.012,0.004
2162,0.0,0.013999999999999999,0.005
2163,0.0,0.017,0.005
2164,0.0,0.017,0.006
2165,0.0,0.019,0.008
2166,0.0,0.023,0.015
2167,0.0,0.027000000000000003,0.016
2168,0.0,0.034,0.019
2169,0.0,0.05,0.023
2170,0.0,0.094,0.037000000000000005
2171,0.0,0.168,0.07
2172,0.0,0.3,0.08800000000000001
2173,0.0,0.5,0.09
2174,0.0,0.8420000000000001,0.10099999999999999
2175,0.0,1.119,0.11
2176,0.0,1.3330000000000002,0.109
2177,0.0,1.683,0.133
2178,0.0,1.944,0.122
2179,0.0,2.1109999999999998,0.14800000000000002
2206,11.317999999999998,0.001,0.001
2209,1.0299999999999998,0.009000000000000001,0.001
2210,48.79899999999999,0.02,0.001
2211,19.801999999999996,0.095,0.005
2212,48.96000000000001,0.493,0.141
2213,1.9659999999999997,1.08,0.305
2214,-1.6410000000000002,1.385,0.305
2215,-16.656,2.38,0.33
2216,9.306,3.38,0.345
2217,-22.151999999999997,4.543,1.109
2218,-22.053,4.537,1.641
2219,7.349,5.182,3.655
2270,-4.165,0.001,0.139
2271,-3.628,0.002,0.11
2272,2.701,0.005,0.196
2273,-3.3489999999999998,0.013999999999999999,0.36
2274,-2.835,0.034,0.51
2275,-3.8819999999999997,0.065,0.45
2276,-2.002,0.109,0.474
2277,-6.15,0.133,0.449
2278,0.887,0.174,0.45299999999999996
2279,0.0,0.174,0.5
2294,10.557,0.017,8.485
2295,-41.458,0.191,11.591
2296,31.0,1.013,15.380999999999998
2297,-4.342,2.818,17.793
2298,16.99,7.505,19.836
2299,0.693,9.16,21.344
2330,-10.309000000000001,0.001,0.051
2331,49.719,0.03,0.09
2332,30.73,0.33,0.28800000000000003
2333,-2.511999999999998,0.57,0.64
2334,-140.735,0.43,1.13
2335,-117.60000000000001,0.48,1.08
2336,14.283000000000001,0.491,0.9540000000000001
2337,-49.57,0.74,0.983
2338,7.175000000000001,1.1079999999999999,1.188
2339,-4.688,0.998,1.462
2353,78.643,0.1,0.001
2354,3.848,0.3,0.003
2355,204.945,0.295,0.003
2356,89.73799999999997,0.309,0.001
2357,-51.01199999999999,0.7340000000000001,0.001
2358,-4.489000000000002,1.3030000000000002,0.001
2359,52.92800000000001,4.17,0.001
2360,-71.46000000000001,0.001,0.9470000000000001
2361,-132.67999999999998,0.002,0.965
2362,-45.301,0.003,1.256
2363,-135.048,0.003,1.285
2364,-216.906,0.004,1.935
2365,-242.926,0.008,2.904
2366,-195.53,0.011000000000000001,4.225
2367,-90.97699999999999,0.013999999999999999,5.274
2368,-75.71900000000001,0.017,7.122000000000001
2369,-160.43499999999997,0.02,9.281
2370,-89.35999999999999,0.04,10.286
2371,-244.53900000000002,0.244,15.963
2372,-165.997,1.354,19.847
2373,-97.92,2.01,28.397
2374,-11.788000000000004,4.053999999999999,31.959
2375,72.375,7.532999999999999,40.275
2376,3.817000000000011,10.408,37.155
2377,-15.876000000000001,11.475,49.633
2378,32.095,12.857000000000001,56.903999999999996
2379,-1.294,12.97,64.527
2380,-129.75599999999997,0.493,5.593
2381,323.23699999999997,0.5429999999999999,6.737
2382,-463.764,0.555,10.354000000000001
2383,-220.089,0.534,11.187000000000001
2384,-19.863000000000028,0.575,14.144
2385,-234.01599999999996,0.55,17.811
2386,239.01299999999998,0.508,26.589000000000002
2387,124.51600000000003,0.612,34.45
2388,309.65599999999995,0.8640000000000001,55.363
2389,-268.6170000000002,0.8909999999999999,73.88600000000002
2390,413.6720000000001,1.212,94.652
2391,622.876,1.818,120.177
2392,456.129,4.327,140.822
2393,498.164,9.036,167.84
2394,1451.4260000000004,28.924,181.655
2395,199.0949999999999,39.032,190.71900000000002
2396,-1328.5439999999999,54.86600000000001,226.993
2397,821.3119999999999,77.27600000000002,254.303
2398,1958.4550000000002,93.365,272.65
2399,1417.0789999999993,106.89399999999999,294.906
2414,0.0,0.004,0.733
2415,0.0,0.049,2.065
2416,0.0,0.151,2.9939999999999998
2417,0.0,0.26899999999999996,3.7739999999999996
2418,0.0,0.41600000000000004,4.732
2419,0.0,0.423,4.753
2452,-14.598000000000003,0.004,0.03
2453,-36.85,0.004,0.071
2454,16.8,0.005,0.071
2455,6.246000000000002,0.006999999999999999,0.071
2456,-158.01500000000001,0.006999999999999999,0.071
2457,-142.577,0.006999999999999999,0.071
2458,-442.556,0.006,0.071
2459,-387.5409999999999,0.006,0.071
2460,3123.3929999999996,1.069,31.480999999999998
2461,1703.248,1.341,38.411
2462,392.40799999999996,1.715,52.711999999999996
2463,4809.086,2.096,64.65100000000001
2464,5638.006,2.7710000000000004,84.742
2465,3096.675,3.844,104.69200000000001
2466,3140.4120000000003,5.171,132.52200000000002
2467,2236.364,7.005,171.359
2468,2817.266,11.432,219.43599999999998
2469,-2127.143,19.415,277.639
2470,5228.843,30.518,346.471
2471,4477.975,60.01,440.54400000000004
2472,2484.5099999999998,95.725,531.516
2473,1306.548,132.293,643.259
2474,1630.9919999999997,197.01,720.6080000000003
2475,1066.0770000000002,254.668,828.648
2476,-1744.5149999999999,329.564,958.942
2477,2562.8319999999994,443.315,1135.069
2478,5276.385,572.908,1266.086
2479,1841.9300000000003,704.0239999999999,1416.9470000000001
